EventId,Type,Severity,TMC,StartTime(UTC),EndTime(UTC),LocationLat,LocationLng,Number,Street,City,State
T-69018,Congestion,2,72,2016-12-31 00:42:00,2016-12-31 01:46:48,37.860977,-122.209549,,Grove Shafter Fwy E,Orinda,CA
T-69019,Congestion,1,74,2016-12-31 01:28:00,2016-12-31 01:45:38,37.891796,-122.129395,,CA-24 E,Lafayette,CA
T-69020,Congestion,1,74,2016-12-31 01:32:00,2016-12-31 01:44:39,37.657482,-122.102051,,I-880 N,Hayward,CA
T-69021,Congestion,1,73,2016-12-31 01:28:00,2016-12-31 01:46:48,37.616516,-122.073502,,I-880 N,Union City,CA
T-69022,Congestion,1,75,2016-12-31 01:35:00,2016-12-31 01:46:48,37.589298,-122.05407,,I-880 N,Union City,CA
T-69023,Broken-Vehicle,3,211,2016-12-31 01:31:00,2016-12-31 02:00:34,37.693943,-122.049286,,I-580 W,Castro Valley,CA
T-69024,Congestion,2,73,2016-12-31 01:24:00,2016-12-31 01:43:40,37.379646,-121.956039,,Bayshore Fwy S,Santa Clara,CA
T-69025,Congestion,1,73,2016-12-31 01:31:00,2016-12-31 01:43:40,37.356186,-121.909416,,I-880 S,San Jose,CA
T-69026,Flow-Incident,0,214,2016-12-31 01:02:00,2016-12-31 01:41:42,36.846161,-121.771172,1720.0,Highway 1,Moss Landing,CA
T-69027,Broken-Vehicle,3,211,2016-12-31 01:37:25,2016-12-31 02:07:12,37.811779,-121.295815,,I-5 S,Lathrop,CA
T-69028,Congestion,2,74,2016-12-31 01:15:00,2016-12-31 01:40:30,38.782219,-121.229973,,I-80 E,Rocklin,CA
T-69029,Congestion,2,70,2016-12-31 01:43:00,2016-12-31 01:56:37,38.176033,-122.593224,10294.0,Redwood Hwy S,Novato,CA
T-69030,Congestion,1,71,2016-12-31 01:36:00,2016-12-31 01:55:50,37.801285,-122.424591,,Van Ness Ave,San Francisco,CA
T-69031,Lane-Blocked,2,61,2016-12-31 01:40:18,2016-12-31 02:09:58,37.588299,-122.358315,,Bayshore Fwy S,Burlingame,CA
T-69032,Accident,3,201,2016-12-31 01:36:38,2016-12-31 02:06:38,38.08337,-122.114342,,I-680 S,Benicia,CA
T-69033,Lane-Blocked,2,61,2016-12-31 01:39:32,2016-12-31 02:09:07,37.280289,-122.012161,,CA-85 S,Saratoga,CA
T-69034,Congestion,2,71,2016-12-31 01:18:00,2016-12-31 01:53:34,37.55238,-121.917595,,I-680 N,Fremont,CA
T-69035,Congestion,1,76,2016-12-31 01:42:00,2016-12-31 01:54:39,38.467373,-121.830856,,I-80 E,Dixon,CA
T-69036,Congestion,2,73,2016-12-31 00:43:00,2016-12-31 01:54:38,37.143375,-121.64341,,S Valley Fwy S,Morgan Hill,CA
T-69037,Congestion,1,76,2016-12-31 01:39:00,2016-12-31 01:54:38,37.108425,-121.616676,,S Valley Fwy S,San Martin,CA
T-69038,Congestion,1,74,2016-12-31 01:42:00,2016-12-31 01:54:38,38.559032,-121.476891,,I-80 Bus E,Sacramento,CA
T-69039,Congestion,2,73,2016-12-31 01:35:00,2016-12-31 01:53:34,38.547752,-121.47403,,CA-99 N,Sacramento,CA
T-69040,Congestion,2,71,2016-12-31 01:42:00,2016-12-31 01:53:35,37.103783,-121.0158,12776.0,State Highway 33,Gustine,CA
T-69041,Broken-Vehicle,2,211,2016-12-31 01:55:36,2016-12-31 02:25:02,37.843231,-122.485542,,US-101 N,Sausalito,CA
T-69042,Congestion,2,71,2016-12-31 00:48:00,2016-12-31 02:00:44,37.805153,-122.473251,,CA-1,San Francisco,CA
T-69043,Congestion,1,72,2016-12-31 01:45:00,2016-12-31 02:05:42,37.716106,-122.472214,1204.0,Junipero Serra Blvd,San Francisco,CA
T-69044,Congestion,1,72,2016-12-31 01:53:00,2016-12-31 02:05:42,37.799679,-122.436996,2157.0,Lombard St,San Francisco,CA
T-69045,Congestion,0,76,2016-12-31 01:53:00,2016-12-31 02:05:42,37.463799,-122.434265,,Cabrillo Hwy S,Half Moon Bay,CA
T-69046,Congestion,2,74,2016-12-31 00:44:00,2016-12-31 02:05:42,38.154411,-122.4263,5148.0,Sears Point Rd,Sonoma,CA
T-69047,Congestion,1,70,2016-12-31 01:54:00,2016-12-31 02:05:42,37.801285,-122.424591,,Van Ness Ave,San Francisco,CA
T-69048,Congestion,1,72,2016-12-31 00:36:00,2016-12-31 02:04:29,38.255856,-122.345917,5016.0,Sonoma Hwy,Napa,CA
T-69049,Congestion,1,76,2016-12-31 01:46:00,2016-12-31 02:03:39,38.129532,-122.331161,,Sears Point Rd,Vallejo,CA
T-69050,Congestion,1,74,2016-12-31 01:40:00,2016-12-31 02:04:28,37.77319,-122.227776,752.0,Fruitvale Ave,Oakland,CA
T-69051,Flow-Incident,2,214,2016-12-31 01:52:00,2016-12-31 02:05:42,37.589298,-122.05407,,I-880 N,Union City,CA
T-69052,Congestion,1,74,2016-12-31 01:53:00,2016-12-31 02:05:42,37.236397,-121.969971,,CA-17 S,Los Gatos,CA
T-69053,Accident,3,201,2016-12-31 01:50:08,2016-12-31 02:19:26,37.333649,-121.937294,,I-880 N,San Jose,CA
T-69054,Congestion,2,74,2016-12-31 01:50:00,2016-12-31 02:02:38,38.432594,-121.875725,,I-80 E,Dixon,CA
T-69055,Congestion,1,74,2016-12-31 01:53:00,2016-12-31 02:05:42,36.964863,-121.867149,,State Highway 1,Aptos,CA
T-69057,Congestion,0,73,2016-12-31 01:02:00,2016-12-31 02:04:29,36.850735,-121.771149,1640.0,Highway 1,Moss Landing,CA
T-69058,Congestion,1,76,2016-12-31 01:52:00,2016-12-31 02:04:28,38.554646,-121.686577,,I-80 E,Davis,CA
T-69059,Congestion,1,73,2016-12-31 01:51:00,2016-12-31 02:02:38,37.003922,-121.548538,1036.0,Pacheco Pass Hwy,Gilroy,CA
T-69060,Congestion,1,73,2016-12-31 01:53:00,2016-12-31 02:05:42,38.559696,-121.468575,,El Dorado Fwy W,Sacramento,CA
T-69061,Broken-Vehicle,2,211,2016-12-31 01:56:27,2016-12-31 02:26:13,38.474407,-121.419067,,Stockton Blvd,Sacramento,CA
T-69062,Accident,3,201,2016-12-31 01:49:21,2016-12-31 02:19:09,37.788635,-121.299706,,CA-120 E,Lathrop,CA
T-69063,Congestion,1,75,2016-12-31 01:53:00,2016-12-31 02:05:42,37.800861,-121.299332,,I-5 N,Lathrop,CA
T-69064,Congestion,0,74,2016-12-31 01:37:00,2016-12-31 02:05:42,38.615417,-121.269012,2407.0,Sunrise Blvd,Gold River,CA
T-69065,Accident,2,241,2016-12-31 02:03:14,2016-12-31 02:32:51,38.526955,-122.790977,,US-101 N,Windsor,CA
T-69066,Congestion,1,74,2016-12-31 02:04:00,2016-12-31 02:15:46,38.421219,-122.715569,,Redwood Hwy S,Santa Rosa,CA
T-69068,Congestion,2,74,2016-12-31 01:55:00,2016-12-31 02:15:46,37.790852,-122.385788,,I-80 W,San Francisco,CA
T-69069,Congestion,2,73,2016-12-31 01:56:00,2016-12-31 02:11:48,37.91721,-122.317329,,I-80 E,Richmond,CA
T-69070,Congestion,2,73,2016-12-31 02:01:00,2016-12-31 02:11:48,37.881317,-122.307884,,I-580 W,Berkeley,CA
T-69071,Congestion,2,75,2016-12-31 02:04:00,2016-12-31 02:14:36,37.773117,-122.22802,,Nimitz Fwy S,Oakland,CA
T-69072,Congestion,1,71,2016-12-31 01:25:00,2016-12-31 02:14:36,37.538532,-121.922852,42836.0,Mission Blvd,Fremont,CA
T-69073,Congestion,1,75,2016-12-31 02:04:00,2016-12-31 02:15:46,37.582363,-121.874092,,I-680 N,Sunol,CA
T-69074,Congestion,2,74,2016-12-31 01:56:00,2016-12-31 02:13:33,38.454853,-121.846947,,I-80 W,Dixon,CA
T-69075,Congestion,2,70,2016-12-31 02:02:00,2016-12-31 02:15:46,37.742126,-121.57164,,I-205 W,Tracy,CA
T-69076,Congestion,1,71,2016-12-31 01:47:00,2016-12-31 02:15:46,38.563137,-121.491722,2300.0,16th St,Sacramento,CA
T-69077,Congestion,2,74,2016-12-31 01:46:00,2016-12-31 02:14:36,38.777691,-121.236412,,I-80 W,Rocklin,CA
T-69078,Congestion,1,70,2016-12-31 02:10:00,2016-12-31 02:21:43,37.788502,-122.421883,1498.0,Bush St,San Francisco,CA
T-69079,Congestion,1,76,2016-12-31 02:08:00,2016-12-31 02:21:43,38.150684,-122.384628,,Sears Point Rd,Vallejo,CA
T-69080,Congestion,1,75,2016-12-31 02:08:00,2016-12-31 02:19:35,37.945885,-122.324638,,I-80 E,Richmond,CA
T-69081,Lane-Blocked,2,901,2016-12-31 02:09:13,2016-12-31 02:38:52,37.552235,-122.308876,,J Arthur Younger Fwy W,San Mateo,CA
T-69082,Congestion,1,73,2016-12-31 02:11:00,2016-12-31 02:21:43,37.617603,-122.074287,,I-880 N,Hayward,CA
T-69083,Flow-Incident,1,214,2016-12-31 02:10:00,2016-12-31 02:24:42,37.55851,-122.033287,,Nimitz Fwy S,Newark,CA
T-69084,Accident,2,201,2016-12-31 02:14:54,2016-12-31 02:44:34,38.041252,-121.988007,616.0,Nichols Rd,Pittsburg,CA
T-69085,Congestion,1,72,2016-12-31 02:07:00,2016-12-31 02:18:45,37.335712,-121.934616,,I-880 N,San Jose,CA
T-69086,Congestion,1,75,2016-12-31 02:05:00,2016-12-31 02:22:38,37.378376,-121.856758,,I-680 S,San Jose,CA
T-69087,Congestion,2,71,2016-12-31 02:09:00,2016-12-31 02:23:35,37.36013,-121.841148,,I-680 N,San Jose,CA
T-69088,Congestion,0,75,2016-12-31 02:13:00,2016-12-31 02:24:42,36.850735,-121.771149,1640.0,Highway 1,Moss Landing,CA
T-69089,Congestion,2,74,2016-12-31 02:11:00,2016-12-31 02:24:42,37.108425,-121.616676,,S Valley Fwy S,San Martin,CA
T-69090,Congestion,2,73,2016-12-31 02:10:00,2016-12-31 02:23:35,38.581875,-121.504036,,K St,Sacramento,CA
T-69091,Congestion,0,71,2016-12-31 02:14:00,2016-12-31 02:24:42,38.596966,-121.421288,,Alta Arden Expy,Sacramento,CA
T-69092,Congestion,2,76,2016-12-31 02:02:00,2016-12-31 02:23:35,37.764706,-121.408974,,I-205 E,Tracy,CA
T-69093,Accident,3,201,2016-12-31 02:11:35,2016-12-31 02:41:19,38.644981,-121.388252,,I-80 W,North Highlands,CA
T-69094,Congestion,1,76,2016-12-31 02:12:00,2016-12-31 02:36:46,38.150433,-122.4505,,Sears Point Rd,Petaluma,CA
T-69095,Congestion,1,71,2016-12-31 02:22:00,2016-12-31 02:34:41,37.800903,-122.447807,234.0,Richardson Ave,San Francisco,CA
T-69096,Congestion,1,71,2016-12-31 02:16:00,2016-12-31 02:36:45,37.799847,-122.424316,2637.0,Van Ness Ave,San Francisco,CA
T-69097,Congestion,1,70,2016-12-31 02:14:00,2016-12-31 02:31:45,37.773071,-122.418709,2.0,Otis St,San Francisco,CA
T-69098,Congestion,1,75,2016-12-31 02:23:00,2016-12-31 02:34:43,37.81197,-122.363091,,San Francisco-Oakland Bay Bridge,San Francisco,CA
T-69099,Lane-Blocked,3,901,2016-12-31 02:23:23,2016-12-31 02:53:04,37.825062,-122.312042,,I-80 W,Oakland,CA
T-69100,Lane-Blocked,3,520,2016-12-31 02:26:32,2016-12-31 02:56:10,37.84407,-122.297653,,I-580 W,Emeryville,CA
T-69101,Congestion,1,70,2016-12-31 02:12:00,2016-12-31 02:33:32,37.814232,-122.246231,3498.0,Grand Ave,Oakland,CA
T-69102,Congestion,1,74,2016-12-31 02:25:00,2016-12-31 02:36:45,37.492798,-122.22245,,Bayshore Fwy S,Redwood City,CA
T-69103,Congestion,1,75,2016-12-31 02:25:00,2016-12-31 02:35:35,37.837982,-122.014008,,I-680 N,Danville,CA
T-69104,Congestion,1,73,2016-12-31 01:34:00,2016-12-31 02:35:36,37.592411,-121.881081,9167.0,Paloma Rd,Sunol,CA
T-69105,Accident,3,201,2016-12-31 02:25:50,2016-12-31 02:55:19,37.359573,-121.841133,,I-680 S,San Jose,CA
T-69106,Congestion,1,76,2016-12-31 02:23:00,2016-12-31 02:34:43,38.483898,-121.809776,,CA-113 N,Dixon,CA
T-69107,Congestion,1,76,2016-12-31 02:15:00,2016-12-31 02:36:45,37.108425,-121.616676,,S Valley Fwy S,San Martin,CA
T-69108,Congestion,1,74,2016-12-31 02:20:00,2016-12-31 02:31:45,36.975639,-121.555458,5081.0,Monterey Rd,Gilroy,CA
T-69109,Congestion,1,71,2016-12-31 02:23:00,2016-12-31 02:36:45,38.582714,-121.503365,,I-5 N,Sacramento,CA
T-69110,Congestion,2,73,2016-12-31 02:31:00,2016-12-31 02:44:34,38.253277,-122.639938,,US-101 N,Petaluma,CA
T-69111,Congestion,2,75,2016-12-31 02:27:00,2016-12-31 02:42:33,38.150433,-122.4505,,Sears Point Rd,Petaluma,CA
T-69112,Congestion,1,71,2016-12-31 02:26:00,2016-12-31 02:43:43,37.785526,-122.421432,1068.0,Van Ness Ave,San Francisco,CA
T-69113,Congestion,1,74,2016-12-31 02:31:00,2016-12-31 02:44:34,37.817062,-122.355751,,I-80 W,San Francisco,CA
T-69114,Congestion,1,73,2016-12-31 00:11:00,2016-12-31 02:43:43,38.124397,-122.318466,,Sears Point Rd,Vallejo,CA
