EventId,Type,Severity,StartTime(UTC),EndTime(UTC),LocationLat,LocationLng,City,State
W-36828,Rain,Light,2018-12-31 03:48:00,2018-12-31 06:53:00,36.0425,-95.99,Tulsa,OK
W-36829,Rain,Moderate,2018-12-31 06:53:00,2018-12-31 07:02:00,36.0425,-95.99,Tulsa,OK
W-36830,Rain,Light,2018-12-31 07:02:00,2018-12-31 07:26:00,36.0425,-95.99,Tulsa,OK
W-36831,Rain,Moderate,2018-12-31 07:26:00,2018-12-31 08:53:00,36.0425,-95.99,Tulsa,OK
W-36832,Rain,Light,2018-12-31 08:53:00,2018-12-31 11:53:00,36.0425,-95.99,Tulsa,OK
W-36833,Rain,Moderate,2018-12-31 11:53:00,2018-12-31 12:23:00,36.0425,-95.99,Tulsa,OK
W-36834,Rain,Light,2018-12-31 12:23:00,2018-12-31 14:53:00,36.0425,-95.99,Tulsa,OK
W-36835,Rain,Light,2018-12-31 15:31:00,2018-12-31 15:51:00,36.0425,-95.99,Tulsa,OK
W-43096,Rain,Light,2018-12-31 06:35:00,2018-12-31 12:35:00,34.9157,-81.9565,Roebuck,SC
W-43097,Rain,Light,2018-12-31 12:55:00,2018-12-31 13:35:00,34.9157,-81.9565,Roebuck,SC
W-43098,Rain,Light,2018-12-31 14:35:00,2018-12-31 15:15:00,34.9157,-81.9565,Roebuck,SC
W-43099,Rain,Light,2018-12-31 16:15:00,2018-12-31 16:35:00,34.9157,-81.9565,Roebuck,SC
W-43100,Rain,Light,2018-12-31 17:15:00,2018-12-31 17:55:00,34.9157,-81.9565,Roebuck,SC
W-43101,Rain,Light,2018-12-31 19:55:00,2018-12-31 21:15:00,34.9157,-81.9565,Roebuck,SC
W-43102,Rain,Light,2018-12-31 22:35:00,2019-01-01 02:35:00,34.9157,-81.9565,Roebuck,SC
W-46744,Fog,Severe,2018-12-31 09:25:00,2018-12-31 09:45:00,35.5825,-79.1014,Sanford,NC
W-46745,Rain,Light,2018-12-31 10:05:00,2018-12-31 10:45:00,35.5825,-79.1014,Sanford,NC
W-46746,Rain,Light,2018-12-31 12:25:00,2018-12-31 13:45:00,35.5825,-79.1014,Sanford,NC
W-46747,Rain,Light,2018-12-31 14:25:00,2018-12-31 14:45:00,35.5825,-79.1014,Sanford,NC
W-46748,Rain,Light,2018-12-31 15:05:00,2018-12-31 16:25:00,35.5825,-79.1014,Sanford,NC
W-46749,Rain,Light,2018-12-31 16:45:00,2018-12-31 17:05:00,35.5825,-79.1014,Sanford,NC
W-50865,Rain,Light,2018-12-31 22:53:00,2019-01-01 01:53:00,41.3509,-71.8054,Westerly,RI
W-54958,Snow,Light,2018-12-31 23:54:00,2019-01-01 00:39:00,42.2706,-71.8731,Worcester,MA
W-59825,Rain,Light,2018-12-31 15:15:00,2018-12-31 15:35:00,42.5764,-84.8124,Charlotte,MI
W-59826,Snow,Light,2018-12-31 15:35:00,2018-12-31 15:55:00,42.5764,-84.8124,Charlotte,MI
W-59827,Snow,Moderate,2018-12-31 15:55:00,2018-12-31 16:15:00,42.5764,-84.8124,Charlotte,MI
W-59828,Rain,Light,2018-12-31 16:15:00,2018-12-31 16:35:00,42.5764,-84.8124,Charlotte,MI
W-59829,Snow,Light,2018-12-31 16:35:00,2018-12-31 16:55:00,42.5764,-84.8124,Charlotte,MI
W-59830,Rain,Light,2018-12-31 16:55:00,2018-12-31 18:55:00,42.5764,-84.8124,Charlotte,MI
W-59831,Snow,Heavy,2018-12-31 18:55:00,2018-12-31 19:15:00,42.5764,-84.8124,Charlotte,MI
W-59832,Snow,Moderate,2018-12-31 19:15:00,2018-12-31 19:35:00,42.5764,-84.8124,Charlotte,MI
W-59833,Rain,Moderate,2018-12-31 19:55:00,2018-12-31 20:15:00,42.5764,-84.8124,Charlotte,MI
W-59834,Rain,Light,2018-12-31 20:15:00,2018-12-31 20:35:00,42.5764,-84.8124,Charlotte,MI
W-59835,Rain,Moderate,2018-12-31 20:35:00,2018-12-31 21:15:00,42.5764,-84.8124,Charlotte,MI
W-59836,Rain,Light,2018-12-31 21:55:00,2019-01-01 02:35:00,42.5764,-84.8124,Charlotte,MI
W-64111,Fog,Moderate,2018-12-31 15:52:00,2018-12-31 16:45:00,42.955,-87.9044,Milwaukee,WI
W-64112,Rain,Light,2018-12-31 16:45:00,2018-12-31 22:52:00,42.955,-87.9044,Milwaukee,WI
W-64113,Rain,Moderate,2018-12-31 22:52:00,2018-12-31 22:59:00,42.955,-87.9044,Milwaukee,WI
W-64114,Rain,Light,2018-12-31 22:59:00,2018-12-31 23:35:00,42.955,-87.9044,Milwaukee,WI
W-64115,Snow,Heavy,2018-12-31 23:35:00,2019-01-01 00:37:00,42.955,-87.9044,Milwaukee,WI
W-66982,Rain,Light,2018-12-31 21:53:00,2019-01-01 00:53:00,41.2638,-72.8868,East Haven,CT
W-70790,Rain,Light,2018-12-31 00:53:00,2018-12-31 01:53:00,45.7691,-122.8637,Scappoose,OR
W-70791,Fog,Severe,2018-12-31 07:21:00,2018-12-31 07:45:00,45.7691,-122.8637,Scappoose,OR
W-70792,Fog,Severe,2018-12-31 07:50:00,2018-12-31 08:05:00,45.7691,-122.8637,Scappoose,OR
W-70793,Fog,Severe,2018-12-31 08:28:00,2018-12-31 10:07:00,45.7691,-122.8637,Scappoose,OR
W-70794,Fog,Severe,2018-12-31 10:20:00,2018-12-31 10:46:00,45.7691,-122.8637,Scappoose,OR
W-70795,Fog,Severe,2018-12-31 10:55:00,2018-12-31 11:25:00,45.7691,-122.8637,Scappoose,OR
W-70796,Fog,Severe,2018-12-31 12:24:00,2018-12-31 13:36:00,45.7691,-122.8637,Scappoose,OR
W-70797,Fog,Severe,2018-12-31 14:17:00,2018-12-31 19:32:00,45.7691,-122.8637,Scappoose,OR
W-74096,Rain,Light,2018-12-31 00:27:00,2018-12-31 00:40:00,46.7973,-102.8019,Dickinson,ND
W-74097,Snow,Light,2018-12-31 00:40:00,2018-12-31 04:47:00,46.7973,-102.8019,Dickinson,ND
W-74098,Fog,Moderate,2018-12-31 04:47:00,2018-12-31 04:56:00,46.7973,-102.8019,Dickinson,ND
W-74099,Snow,Light,2018-12-31 04:56:00,2018-12-31 06:31:00,46.7973,-102.8019,Dickinson,ND
W-76892,Snow,Light,2018-12-31 15:53:00,2018-12-31 23:00:00,44.5483,-95.0804,Redwood Falls,MN
W-76893,Snow,Light,2018-12-31 23:12:00,2019-01-01 00:07:00,44.5483,-95.0804,Redwood Falls,MN
W-79941,Rain,Light,2018-12-31 04:53:00,2018-12-31 05:30:00,45.5511,-122.4089,Troutdale,OR
W-79942,Fog,Severe,2018-12-31 16:34:00,2018-12-31 17:21:00,45.5511,-122.4089,Troutdale,OR
W-83225,Snow,Light,2018-12-31 05:35:00,2018-12-31 11:55:00,46.0244,-92.8991,Hinckley,MN
W-83226,Snow,Light,2018-12-31 13:35:00,2018-12-31 17:35:00,46.0244,-92.8991,Hinckley,MN
W-88857,Cold,Severe,2018-12-31 10:35:00,2018-12-31 11:35:00,36.4259,-105.2903,Angel Fire,NM
W-88858,Cold,Severe,2018-12-31 11:55:00,2018-12-31 14:15:00,36.4259,-105.2903,Angel Fire,NM
W-88859,Snow,Light,2018-12-31 14:35:00,2018-12-31 15:15:00,36.4259,-105.2903,Angel Fire,NM
W-88860,Snow,Light,2018-12-31 15:35:00,2018-12-31 16:15:00,36.4259,-105.2903,Angel Fire,NM
W-88861,Snow,Light,2018-12-31 17:55:00,2018-12-31 21:15:00,36.4259,-105.2903,Angel Fire,NM
W-88862,Fog,Moderate,2018-12-31 21:15:00,2018-12-31 21:35:00,36.4259,-105.2903,Angel Fire,NM
W-88863,Snow,Light,2018-12-31 21:35:00,2018-12-31 23:35:00,36.4259,-105.2903,Angel Fire,NM
W-91909,Rain,Light,2018-12-31 17:56:00,2018-12-31 21:56:00,42.1534,-79.258,Jamestown,NY
W-91910,Rain,Moderate,2018-12-31 21:56:00,2018-12-31 23:11:00,42.1534,-79.258,Jamestown,NY
W-91911,Rain,Light,2018-12-31 23:11:00,2019-01-01 03:56:00,42.1534,-79.258,Jamestown,NY
W-95604,Snow,Light,2018-12-31 03:39:00,2018-12-31 05:38:00,45.868,-95.394,Alexandria,MN
W-95605,Snow,Moderate,2018-12-31 05:38:00,2018-12-31 06:23:00,45.868,-95.394,Alexandria,MN
W-95606,Snow,Light,2018-12-31 06:23:00,2018-12-31 06:43:00,45.868,-95.394,Alexandria,MN
W-95607,Snow,Moderate,2018-12-31 06:43:00,2018-12-31 07:53:00,45.868,-95.394,Alexandria,MN
W-95608,Snow,Heavy,2018-12-31 07:53:00,2018-12-31 08:53:00,45.868,-95.394,Alexandria,MN
W-95609,Snow,Moderate,2018-12-31 08:53:00,2018-12-31 08:58:00,45.868,-95.394,Alexandria,MN
W-95610,Snow,Light,2018-12-31 08:58:00,2018-12-31 12:53:00,45.868,-95.394,Alexandria,MN
W-95611,Fog,Moderate,2018-12-31 13:53:00,2018-12-31 16:21:00,45.868,-95.394,Alexandria,MN
W-95612,Fog,Moderate,2018-12-31 16:53:00,2018-12-31 17:06:00,45.868,-95.394,Alexandria,MN
W-95613,Snow,Light,2018-12-31 17:06:00,2018-12-31 18:10:00,45.868,-95.394,Alexandria,MN
W-95614,Fog,Moderate,2018-12-31 18:10:00,2018-12-31 19:53:00,45.868,-95.394,Alexandria,MN
W-97984,Snow,Light,2018-12-31 17:41:00,2018-12-31 17:50:00,37.4393,-105.8618,Alamosa,CO
W-97985,Snow,Light,2018-12-31 22:34:00,2019-01-01 00:52:00,37.4393,-105.8618,Alamosa,CO
W-100874,Rain,Light,2018-12-31 14:51:00,2018-12-31 16:51:00,40.9181,-81.4434,Green,OH
W-100875,Rain,Light,2018-12-31 17:51:00,2018-12-31 18:51:00,40.9181,-81.4434,Green,OH
W-100876,Rain,Moderate,2018-12-31 18:51:00,2018-12-31 19:30:00,40.9181,-81.4434,Green,OH
W-100877,Rain,Light,2018-12-31 19:51:00,2018-12-31 20:21:00,40.9181,-81.4434,Green,OH
W-100878,Rain,Moderate,2018-12-31 20:21:00,2018-12-31 21:01:00,40.9181,-81.4434,Green,OH
W-100879,Rain,Light,2018-12-31 21:01:00,2018-12-31 21:51:00,40.9181,-81.4434,Green,OH
W-100880,Rain,Moderate,2018-12-31 21:51:00,2018-12-31 21:56:00,40.9181,-81.4434,Green,OH
W-100881,Rain,Light,2018-12-31 21:56:00,2019-01-01 00:51:00,40.9181,-81.4434,Green,OH
W-103989,Snow,Light,2018-12-31 10:56:00,2018-12-31 16:56:00,44.3048,-96.8169,Brookings,SD
W-103990,Fog,Severe,2018-12-31 16:56:00,2018-12-31 17:04:00,44.3048,-96.8169,Brookings,SD
W-103991,Snow,Light,2018-12-31 17:04:00,2018-12-31 19:37:00,44.3048,-96.8169,Brookings,SD
W-103992,Fog,Severe,2018-12-31 19:37:00,2018-12-31 20:15:00,44.3048,-96.8169,Brookings,SD
W-103993,Snow,Light,2018-12-31 20:15:00,2018-12-31 20:36:00,44.3048,-96.8169,Brookings,SD
W-103994,Fog,Severe,2018-12-31 20:36:00,2018-12-31 20:48:00,44.3048,-96.8169,Brookings,SD
W-103995,Snow,Light,2018-12-31 20:48:00,2018-12-31 20:56:00,44.3048,-96.8169,Brookings,SD
W-103996,Fog,Severe,2018-12-31 20:56:00,2018-12-31 21:06:00,44.3048,-96.8169,Brookings,SD
W-103997,Snow,Light,2018-12-31 21:06:00,2018-12-31 22:28:00,44.3048,-96.8169,Brookings,SD
W-103998,Fog,Severe,2018-12-31 22:28:00,2018-12-31 22:35:00,44.3048,-96.8169,Brookings,SD
W-103999,Snow,Light,2018-12-31 22:35:00,2018-12-31 22:42:00,44.3048,-96.8169,Brookings,SD
W-104000,Fog,Severe,2018-12-31 22:42:00,2018-12-31 23:15:00,44.3048,-96.8169,Brookings,SD
W-104001,Snow,Light,2018-12-31 23:15:00,2019-01-01 02:56:00,44.3048,-96.8169,Brookings,SD
W-106855,Snow,Light,2018-12-31 14:15:00,2019-01-01 03:35:00,35.3022,-112.1942,Williams,AZ
W-110627,Rain,Light,2018-12-31 15:54:00,2018-12-31 16:54:00,41.534,-93.6531,Bloomfield,IA
W-110628,Hail,Other,2018-12-31 16:54:00,2018-12-31 18:20:00,41.534,-93.6531,Bloomfield,IA
W-110629,Rain,Light,2018-12-31 18:20:00,2018-12-31 18:38:00,41.534,-93.6531,Bloomfield,IA
W-110630,Hail,Other,2018-12-31 18:38:00,2018-12-31 18:59:00,41.534,-93.6531,Bloomfield,IA
W-110631,Snow,Light,2018-12-31 18:59:00,2018-12-31 19:54:00,41.534,-93.6531,Bloomfield,IA
W-110632,Snow,Moderate,2018-12-31 19:54:00,2018-12-31 20:09:00,41.534,-93.6531,Bloomfield,IA
W-110633,Hail,Other,2018-12-31 20:09:00,2018-12-31 20:36:00,41.534,-93.6531,Bloomfield,IA
W-110634,Rain,Light,2018-12-31 20:36:00,2018-12-31 21:54:00,41.534,-93.6531,Bloomfield,IA
W-113413,Snow,Light,2018-12-31 11:35:00,2018-12-31 11:55:00,41.1533,-104.1302,Pine Bluffs,WY
W-113414,Snow,Light,2018-12-31 12:15:00,2018-12-31 12:35:00,41.1533,-104.1302,Pine Bluffs,WY
W-113415,Snow,Light,2018-12-31 13:15:00,2018-12-31 15:15:00,41.1533,-104.1302,Pine Bluffs,WY
W-113416,Snow,Light,2018-12-31 15:35:00,2018-12-31 15:55:00,41.1533,-104.1302,Pine Bluffs,WY
W-113417,Snow,Light,2018-12-31 16:15:00,2018-12-31 16:35:00,41.1533,-104.1302,Pine Bluffs,WY
W-113418,Fog,Moderate,2018-12-31 16:35:00,2018-12-31 18:15:00,41.1533,-104.1302,Pine Bluffs,WY
W-113419,Fog,Moderate,2018-12-31 18:35:00,2018-12-31 19:55:00,41.1533,-104.1302,Pine Bluffs,WY
W-113420,Snow,Light,2018-12-31 19:55:00,2018-12-31 20:35:00,41.1533,-104.1302,Pine Bluffs,WY
W-113421,Fog,Moderate,2018-12-31 21:35:00,2018-12-31 21:55:00,41.1533,-104.1302,Pine Bluffs,WY
W-113422,Snow,Light,2018-12-31 21:55:00,2018-12-31 22:35:00,41.1533,-104.1302,Pine Bluffs,WY
W-113423,Fog,Moderate,2018-12-31 22:35:00,2018-12-31 23:15:00,41.1533,-104.1302,Pine Bluffs,WY
W-113424,Snow,Light,2018-12-31 23:15:00,2019-01-01 00:55:00,41.1533,-104.1302,Pine Bluffs,WY
W-116238,Fog,Severe,2018-12-31 04:53:00,2018-12-31 05:53:00,33.3544,-84.5689,Peachtree City,GA
W-116239,Fog,Severe,2018-12-31 06:53:00,2018-12-31 10:53:00,33.3544,-84.5689,Peachtree City,GA
W-116240,Rain,Light,2018-12-31 13:53:00,2018-12-31 14:15:00,33.3544,-84.5689,Peachtree City,GA
W-119756,Rain,Light,2018-12-31 03:15:00,2018-12-31 03:35:00,38.5876,-90.9938,Marthasville,MO
W-119757,Rain,Light,2018-12-31 04:55:00,2018-12-31 05:15:00,38.5876,-90.9938,Marthasville,MO
W-119758,Rain,Light,2018-12-31 05:55:00,2018-12-31 06:55:00,38.5876,-90.9938,Marthasville,MO
W-119759,Rain,Light,2018-12-31 07:55:00,2018-12-31 14:15:00,38.5876,-90.9938,Marthasville,MO
W-119760,Rain,Light,2018-12-31 14:35:00,2018-12-31 15:55:00,38.5876,-90.9938,Marthasville,MO
W-119761,Rain,Moderate,2018-12-31 15:55:00,2018-12-31 16:15:00,38.5876,-90.9938,Marthasville,MO
W-119762,Rain,Light,2018-12-31 16:15:00,2018-12-31 17:35:00,38.5876,-90.9938,Marthasville,MO
W-119763,Rain,Light,2018-12-31 21:35:00,2018-12-31 22:15:00,38.5876,-90.9938,Marthasville,MO
W-123278,Fog,Severe,2018-12-31 03:56:00,2018-12-31 08:44:00,34.2487,-82.1591,Greenwood,SC
W-123279,Rain,Light,2018-12-31 08:44:00,2018-12-31 10:56:00,34.2487,-82.1591,Greenwood,SC
W-123280,Fog,Severe,2018-12-31 10:56:00,2018-12-31 16:56:00,34.2487,-82.1591,Greenwood,SC
W-123281,Fog,Severe,2018-12-31 17:56:00,2018-12-31 18:09:00,34.2487,-82.1591,Greenwood,SC
W-123282,Rain,Light,2018-12-31 19:51:00,2018-12-31 19:56:00,34.2487,-82.1591,Greenwood,SC
W-123283,Rain,Light,2018-12-31 22:56:00,2018-12-31 23:56:00,34.2487,-82.1591,Greenwood,SC
W-126294,Snow,Light,2018-12-31 18:53:00,2019-01-01 01:53:00,45.0625,-93.3508,Minneapolis,MN
W-129605,Rain,Light,2018-12-31 00:19:00,2018-12-31 01:01:00,31.1387,-97.7145,Fort Hood,TX
W-129606,Rain,Light,2018-12-31 01:09:00,2018-12-31 01:40:00,31.1387,-97.7145,Fort Hood,TX
W-129607,Rain,Light,2018-12-31 01:43:00,2018-12-31 02:31:00,31.1387,-97.7145,Fort Hood,TX
W-129608,Rain,Light,2018-12-31 02:51:00,2018-12-31 04:17:00,31.1387,-97.7145,Fort Hood,TX
W-129609,Rain,Light,2018-12-31 05:54:00,2018-12-31 05:55:00,31.1387,-97.7145,Fort Hood,TX
W-129610,Rain,Light,2018-12-31 06:19:00,2018-12-31 06:58:00,31.1387,-97.7145,Fort Hood,TX
W-129611,Rain,Moderate,2018-12-31 06:58:00,2018-12-31 07:02:00,31.1387,-97.7145,Fort Hood,TX
W-129612,Rain,Light,2018-12-31 07:08:00,2018-12-31 08:58:00,31.1387,-97.7145,Fort Hood,TX
W-129613,Rain,Light,2018-12-31 09:23:00,2018-12-31 09:41:00,31.1387,-97.7145,Fort Hood,TX
W-134151,Snow,Light,2018-12-31 02:56:00,2018-12-31 03:56:00,45.2907,-118.0088,La Grande,OR
W-137042,Snow,Light,2018-12-31 10:15:00,2018-12-31 10:40:00,41.1881,-103.6774,Kimball,NE
W-137043,Snow,Light,2018-12-31 11:35:00,2018-12-31 12:55:00,41.1881,-103.6774,Kimball,NE
W-137044,Snow,Light,2018-12-31 14:35:00,2018-12-31 14:55:00,41.1881,-103.6774,Kimball,NE
W-137045,Snow,Light,2018-12-31 15:55:00,2018-12-31 18:35:00,41.1881,-103.6774,Kimball,NE
W-137046,Snow,Light,2018-12-31 18:55:00,2018-12-31 19:35:00,41.1881,-103.6774,Kimball,NE
W-137047,Fog,Moderate,2018-12-31 19:35:00,2018-12-31 20:15:00,41.1881,-103.6774,Kimball,NE
W-137048,Snow,Light,2018-12-31 20:15:00,2018-12-31 20:55:00,41.1881,-103.6774,Kimball,NE
W-137049,Fog,Moderate,2018-12-31 21:15:00,2018-12-31 21:35:00,41.1881,-103.6774,Kimball,NE
W-137050,Fog,Moderate,2018-12-31 22:35:00,2018-12-31 22:55:00,41.1881,-103.6774,Kimball,NE
W-139611,Rain,Light,2018-12-31 07:16:00,2018-12-31 07:53:00,38.9597,-94.3714,Lees Summit,MO
W-139612,Rain,Light,2018-12-31 09:21:00,2018-12-31 09:53:00,38.9597,-94.3714,Lees Summit,MO
W-139613,Rain,Moderate,2018-12-31 09:53:00,2018-12-31 10:43:00,38.9597,-94.3714,Lees Summit,MO
W-139614,Rain,Light,2018-12-31 12:45:00,2018-12-31 13:53:00,38.9597,-94.3714,Lees Summit,MO
W-139615,Rain,Moderate,2018-12-31 13:53:00,2018-12-31 14:09:00,38.9597,-94.3714,Lees Summit,MO
W-139616,Rain,Light,2018-12-31 14:09:00,2018-12-31 14:25:00,38.9597,-94.3714,Lees Summit,MO
W-139617,Rain,Moderate,2018-12-31 14:25:00,2018-12-31 15:08:00,38.9597,-94.3714,Lees Summit,MO
W-139618,Rain,Light,2018-12-31 15:08:00,2018-12-31 15:48:00,38.9597,-94.3714,Lees Summit,MO
W-139619,Rain,Moderate,2018-12-31 15:48:00,2018-12-31 16:03:00,38.9597,-94.3714,Lees Summit,MO
W-139620,Rain,Light,2018-12-31 16:03:00,2018-12-31 16:11:00,38.9597,-94.3714,Lees Summit,MO
W-139621,Rain,Light,2018-12-31 17:24:00,2018-12-31 19:21:00,38.9597,-94.3714,Lees Summit,MO
W-143023,Rain,Light,2018-12-31 03:17:00,2018-12-31 04:53:00,36.023,-84.2336,Oak Ridge,TN
W-143024,Rain,Light,2018-12-31 06:53:00,2018-12-31 07:10:00,36.023,-84.2336,Oak Ridge,TN
W-143025,Rain,Moderate,2018-12-31 07:10:00,2018-12-31 08:53:00,36.023,-84.2336,Oak Ridge,TN
W-143026,Rain,Light,2018-12-31 22:53:00,2018-12-31 23:53:00,36.023,-84.2336,Oak Ridge,TN
W-146605,Snow,Light,2018-12-31 20:48:00,2019-01-01 01:53:00,44.9324,-93.0559,Saint Paul,MN
W-151167,Rain,Light,2018-12-31 04:55:00,2018-12-31 05:15:00,38.9467,-92.6827,Boonville,MO
W-151168,Rain,Light,2018-12-31 06:35:00,2018-12-31 09:55:00,38.9467,-92.6827,Boonville,MO
W-151169,Rain,Light,2018-12-31 10:15:00,2018-12-31 16:35:00,38.9467,-92.6827,Boonville,MO
W-151170,Fog,Moderate,2018-12-31 17:35:00,2018-12-31 17:55:00,38.9467,-92.6827,Boonville,MO
W-151171,Rain,Light,2018-12-31 17:55:00,2018-12-31 19:35:00,38.9467,-92.6827,Boonville,MO
W-151172,Rain,Light,2018-12-31 20:55:00,2018-12-31 21:35:00,38.9467,-92.6827,Boonville,MO
W-151173,Cold,Severe,2018-12-31 23:35:00,2019-01-01 00:15:00,38.9467,-92.6827,Boonville,MO
W-154111,Rain,Light,2018-12-31 13:29:00,2018-12-31 13:58:00,31.0425,-86.3117,Florala,AL
W-154112,Rain,Light,2018-12-31 23:58:00,2019-01-01 04:58:00,31.0425,-86.3117,Florala,AL
W-157370,Rain,Light,2018-12-31 05:35:00,2018-12-31 07:55:00,39.0136,-87.6485,Palestine,IL
W-157371,Rain,Moderate,2018-12-31 07:55:00,2018-12-31 08:15:00,39.0136,-87.6485,Palestine,IL
W-157372,Rain,Light,2018-12-31 08:15:00,2018-12-31 13:15:00,39.0136,-87.6485,Palestine,IL
W-157373,Fog,Severe,2018-12-31 13:55:00,2018-12-31 15:15:00,39.0136,-87.6485,Palestine,IL
W-157374,Rain,Light,2018-12-31 15:15:00,2018-12-31 17:15:00,39.0136,-87.6485,Palestine,IL
W-157375,Rain,Light,2018-12-31 17:35:00,2018-12-31 18:35:00,39.0136,-87.6485,Palestine,IL
W-157376,Rain,Moderate,2018-12-31 18:35:00,2018-12-31 19:15:00,39.0136,-87.6485,Palestine,IL
W-157377,Rain,Light,2018-12-31 19:15:00,2018-12-31 19:55:00,39.0136,-87.6485,Palestine,IL
W-157378,Rain,Light,2018-12-31 21:35:00,2018-12-31 22:15:00,39.0136,-87.6485,Palestine,IL
W-160619,Fog,Moderate,2018-12-31 05:57:00,2018-12-31 06:57:00,33.2338,-119.4559,,CA
W-163525,Rain,Light,2018-12-31 01:38:00,2018-12-31 03:56:00,34.5995,-91.575,Stuttgart,AR
W-163526,Rain,Moderate,2018-12-31 03:56:00,2018-12-31 04:02:00,34.5995,-91.575,Stuttgart,AR
W-163527,Rain,Light,2018-12-31 04:02:00,2018-12-31 04:44:00,34.5995,-91.575,Stuttgart,AR
W-163528,Rain,Moderate,2018-12-31 04:44:00,2018-12-31 07:03:00,34.5995,-91.575,Stuttgart,AR
W-163529,Rain,Light,2018-12-31 07:03:00,2018-12-31 07:42:00,34.5995,-91.575,Stuttgart,AR
W-163530,Rain,Light,2018-12-31 09:56:00,2018-12-31 10:15:00,34.5995,-91.575,Stuttgart,AR
W-163531,Rain,Light,2018-12-31 10:44:00,2018-12-31 10:56:00,34.5995,-91.575,Stuttgart,AR
W-163532,Rain,Moderate,2018-12-31 10:56:00,2018-12-31 11:07:00,34.5995,-91.575,Stuttgart,AR
W-163533,Rain,Light,2018-12-31 11:07:00,2018-12-31 11:56:00,34.5995,-91.575,Stuttgart,AR
W-163534,Rain,Light,2018-12-31 14:09:00,2018-12-31 16:56:00,34.5995,-91.575,Stuttgart,AR
W-170729,Rain,Light,2018-12-31 13:52:00,2018-12-31 18:36:00,42.1208,-87.9047,Wheeling,IL
W-170730,Rain,Moderate,2018-12-31 18:36:00,2018-12-31 19:04:00,42.1208,-87.9047,Wheeling,IL
