EventId,Type,Severity,TMC,StartTime(UTC),EndTime(UTC),LocationLat,LocationLng,Number,Street,City,State
T-27470078,Congestion,2,75,2017-12-31 21:40:00,2017-12-31 22:24:46,42.202896,-79.812775,,I-90 W,North East,PA
T-27470079,Congestion,2,75,2017-12-31 21:44:00,2017-12-31 22:29:47,42.12833,-79.805031,,PA-17 E,North East,PA
T-27470080,Congestion,2,74,2017-12-31 21:57:00,2017-12-31 22:38:51,42.15028,-79.899971,,I-90 W,North East,PA
T-27470081,Congestion,2,75,2017-12-31 21:54:00,2017-12-31 22:39:49,42.186783,-79.831734,,I-90 W,North East,PA
T-27470082,Congestion,1,73,2017-12-31 21:52:00,2017-12-31 22:43:37,42.116291,-79.918152,8389.0,Station Rd,Erie,PA
T-27470083,Congestion,1,72,2017-12-31 22:10:00,2017-12-31 22:58:53,42.124306,-80.046577,,Bayfront Connector,Erie,PA
T-27470084,Congestion,2,75,2017-12-31 22:30:00,2017-12-31 23:14:54,42.152168,-79.878609,,Southern Tier Expy W,North East,PA
T-27470085,Congestion,2,76,2017-12-31 22:36:00,2017-12-31 23:20:08,42.215565,-79.795792,,I-90 E,North East,PA
T-27470086,Congestion,1,73,2017-12-31 22:45:00,2017-12-31 23:34:49,42.116703,-79.8946,9302.0,Station Rd,Erie,PA
T-27470087,Congestion,2,75,2017-12-31 23:05:00,2017-12-31 23:49:51,41.781521,-80.182373,,I-79 S,Venango,PA
T-27470088,Congestion,0,73,2017-12-31 23:09:00,2017-12-31 23:49:51,42.116787,-79.898582,9192.0,Station Rd,Erie,PA
T-27470089,Congestion,2,70,2017-12-31 23:08:00,2017-12-31 23:49:36,43.093773,-78.957588,9147.0,Niagara Falls Blvd,Niagara Falls,NY
T-27470090,Congestion,1,73,2017-12-31 23:08:00,2017-12-31 23:58:52,42.042557,-79.821136,12670.0,Route 89,Wattsburg,PA
T-27470091,Congestion,1,74,2017-12-31 23:29:00,2018-01-01 00:19:45,42.095188,-79.82177,11088.0,Route 89,Wattsburg,PA
T-27470092,Congestion,2,75,2017-12-31 23:37:00,2018-01-01 00:19:45,42.193466,-79.823303,,I-90 W,North East,PA
T-27470093,Congestion,2,74,2017-12-31 23:41:00,2018-01-01 00:22:50,41.948612,-80.379486,,I-90 W,Girard,PA
T-27470094,Congestion,2,75,2017-12-31 23:49:00,2018-01-01 00:34:52,41.939186,-80.174576,,I-79 S,Edinboro,PA
T-27470095,Congestion,1,75,2017-12-31 23:41:00,2018-01-01 00:39:48,41.774139,-80.18734,,I-79 N,Saegertown,PA
T-27470096,Congestion,2,75,2017-12-31 23:53:00,2018-01-01 00:36:45,41.945103,-80.399582,,I-90 E,Girard,PA
T-27470179,Congestion,1,73,2017-12-31 06:16:00,2017-12-31 06:56:16,42.058952,-71.296707,448.0,Washington St,Wrentham,MA
T-27470180,Congestion,2,70,2017-12-31 06:19:00,2017-12-31 06:59:18,42.454819,-70.959671,2.0,Carolyn Rd,Lynn,MA
T-27470181,Congestion,2,75,2017-12-31 06:58:00,2017-12-31 07:40:20,41.778713,-70.590538,,MA-25 E,Plymouth,MA
T-27470182,Congestion,2,73,2017-12-31 07:03:00,2017-12-31 07:43:16,42.803753,-71.060463,,I-495 N,Haverhill,MA
T-27470183,Congestion,2,71,2017-12-31 08:57:00,2017-12-31 10:03:18,42.088387,-71.272972,,Washington St,Foxboro,MA
T-27470184,Congestion,2,74,2017-12-31 09:10:00,2017-12-31 10:03:18,42.112385,-71.231186,,I-95 N,Sharon,MA
T-27470185,Congestion,3,71,2017-12-31 09:59:00,2017-12-31 10:39:18,42.606983,-70.970512,,I-95 N,Topsfield,MA
T-27470186,Congestion,2,70,2017-12-31 10:01:00,2017-12-31 10:41:17,41.965408,-71.029053,1678.0,Pleasant St,Bridgewater,MA
T-27470187,Congestion,2,70,2017-12-31 10:47:00,2017-12-31 11:30:20,42.086658,-71.274658,,Washington St,Foxboro,MA
T-27470188,Congestion,2,72,2017-12-31 10:41:00,2017-12-31 11:35:21,43.775146,-70.381142,196.0,Roosevelt Trl,Windham,ME
T-27470189,Congestion,1,74,2017-12-31 11:26:00,2017-12-31 12:07:23,42.110409,-71.245148,,Providence Hwy,Walpole,MA
T-27470190,Congestion,2,71,2017-12-31 11:31:00,2017-12-31 12:13:20,42.060356,-71.296051,423.0,Washington St,Wrentham,MA
T-27470191,Congestion,2,72,2017-12-31 11:36:00,2017-12-31 12:19:19,42.093658,-71.268822,,Washington St,Foxboro,MA
T-27470192,Congestion,1,73,2017-12-31 11:56:00,2017-12-31 12:39:20,42.096352,-71.266693,49.0,Washington St,Foxboro,MA
T-27470193,Congestion,2,71,2017-12-31 11:36:00,2017-12-31 12:49:21,42.066837,-71.293045,93.0,Washington St,Wrentham,MA
T-27470194,Congestion,2,70,2017-12-31 12:03:00,2017-12-31 12:47:22,44.821144,-69.330002,,I-95 N,Palmyra,ME
T-27470195,Congestion,2,73,2017-12-31 12:12:00,2017-12-31 12:54:21,43.744091,-70.354988,1335.0,Bridgton Rd,Westbrook,ME
T-27470196,Congestion,2,70,2017-12-31 12:07:00,2017-12-31 13:05:28,42.073376,-71.288086,31.0,Washington St,Wrentham,MA
T-27470197,Congestion,1,72,2017-12-31 12:37:00,2017-12-31 13:18:22,42.043217,-71.303993,902.0,Washington St,Wrentham,MA
T-27470198,Flow-Incident,3,240,2017-12-31 13:11:50,2017-12-31 13:54:42,42.864388,-71.289467,169.0,Rockingham Rd,Derry,NH
T-27470199,Congestion,2,70,2017-12-31 13:25:00,2017-12-31 14:05:30,42.118263,-71.031189,92.0,Memorial Dr,Avon,MA
T-27470200,Congestion,2,72,2017-12-31 14:00:00,2017-12-31 14:40:34,42.091469,-71.270348,,Patriot Pl,Foxboro,MA
T-27470201,Congestion,2,71,2017-12-31 14:49:00,2017-12-31 15:34:32,42.620323,-71.35067,,US-3 S,Chelmsford,MA
T-27470202,Congestion,2,72,2017-12-31 15:06:00,2017-12-31 15:54:33,42.084686,-71.276794,96.0,Washington St,Foxboro,MA
T-27470203,Congestion,1,74,2017-12-31 15:20:00,2017-12-31 16:04:34,42.08469,-71.276787,95.0,Washington St,Foxboro,MA
T-27470204,Congestion,1,73,2017-12-31 14:54:00,2017-12-31 16:04:34,42.093845,-71.268478,,Washington St,Foxboro,MA
T-27470205,Event,1,1502,2017-12-31 16:00:00,2018-01-01 01:00:00,42.060799,-71.233704,10.0,W Belcher Rd,Foxboro,MA
T-27470206,Congestion,2,73,2017-12-31 15:53:00,2017-12-31 16:36:32,42.096188,-71.266541,52.0,Washington St,Foxboro,MA
