EventId,Type,Severity,TMC,StartTime(UTC),EndTime(UTC),LocationLat,LocationLng,Number,Street,City,State
T-4953964,Flow-Incident,3,401,2020-12-31 09:09:42,2020-12-31 15:00:00,41.809471,-78.451591,153.0,N Marvin St,Smethport,PA
T-4953965,Congestion,1,74,2020-12-31 11:08:00,2020-12-31 11:55:05,41.897411,-78.362228,589.0,Route 155,Eldred,PA
T-4953966,Flow-Incident,2,402,2020-12-31 11:40:27,2020-12-31 16:42:40,43.10075,-79.044159,1428.0,Whitney Ave,Niagara Falls,NY
T-4953967,Construction,2,701,2020-12-31 12:00:00,2020-12-31 22:00:00,42.95908,-78.766655,,Main St,Buffalo,NY
T-4953968,Congestion,1,72,2020-12-31 12:01:00,2020-12-31 12:47:05,42.903942,-78.862617,1126.0,Michigan Ave,Buffalo,NY
T-4953969,Construction,3,701,2020-12-31 15:12:28,2020-12-31 16:12:04,43.002716,-78.412003,,I-90 E,Corfu,NY
T-4953970,Accident,2,201,2020-12-31 15:47:49,2020-12-31 17:19:16,43.207451,-78.650032,6999.0,Slayton-Settlement Rd,Lockport,NY
T-4953971,Congestion,1,72,2020-12-31 16:21:00,2020-12-31 17:14:49,42.90131,-78.813873,1716.0,Bailey Ave,Buffalo,NY
T-4953972,Congestion,1,72,2020-12-31 16:01:00,2020-12-31 20:11:10,42.048351,-80.08004,8033.0,Peach St,Erie,PA
T-4953973,Flow-Incident,0,214,2020-12-31 17:10:00,2020-12-31 17:51:00,42.064659,-80.093491,5955.0,Peach St,Erie,PA
T-4953974,Congestion,0,74,2020-12-31 16:21:00,2020-12-31 17:48:09,42.066628,-80.093033,,Peach St,Erie,PA
T-4953975,Congestion,1,72,2020-12-31 16:18:00,2020-12-31 17:45:49,42.933445,-78.877213,,Iroquois,Buffalo,NY
T-4953976,Congestion,0,74,2020-12-31 17:11:00,2020-12-31 19:15:01,42.068459,-80.092697,1896.0,Davis Ave,Erie,PA
T-4953977,Congestion,1,71,2020-12-31 17:14:00,2020-12-31 18:02:00,42.963608,-78.870117,2917.0,Delaware Ave,Buffalo,NY
T-4953978,Congestion,0,72,2020-12-31 17:23:00,2020-12-31 18:28:45,42.947769,-78.878197,,Hertel Ave,Buffalo,NY
T-4953979,Congestion,0,72,2020-12-31 17:33:00,2020-12-31 18:14:09,42.947769,-78.862694,1230.0,Hertel Ave,Buffalo,NY
T-4953980,Congestion,1,72,2020-12-31 17:10:00,2020-12-31 18:17:48,42.87085,-78.875076,92.0,S Michigan Ave,Buffalo,NY
T-4953981,Congestion,0,72,2020-12-31 17:42:00,2020-12-31 18:22:55,42.947762,-78.86113,1272.0,Hertel Ave,Buffalo,NY
T-4953982,Congestion,1,72,2020-12-31 17:11:00,2020-12-31 18:54:03,42.90535,-78.813766,1867.0,Bailey Ave,Buffalo,NY
T-4953983,Congestion,0,72,2020-12-31 17:46:00,2020-12-31 18:27:07,42.9478,-78.869949,1038.0,Hertel Ave,Buffalo,NY
T-4953984,Congestion,1,72,2020-12-31 16:43:00,2020-12-31 18:27:54,42.949516,-78.813698,3449.0,Bailey Ave,Buffalo,NY
T-4953985,Congestion,0,72,2020-12-31 17:49:00,2020-12-31 18:30:18,42.064659,-80.093491,5955.0,Peach St,Erie,PA
T-4953986,Congestion,1,71,2020-12-31 17:45:00,2020-12-31 18:31:46,42.907139,-78.755867,2178.0,Walden Ave,Buffalo,NY
T-4953987,Congestion,0,72,2020-12-31 17:43:00,2020-12-31 18:30:49,42.945759,-78.696953,6670.0,Transit Rd,Buffalo,NY
T-4953988,Congestion,0,72,2020-12-31 17:52:00,2020-12-31 18:43:52,42.981194,-78.696953,7812.0,Transit Rd,Buffalo,NY
T-4953989,Congestion,0,73,2020-12-31 17:57:00,2020-12-31 18:37:58,42.074131,-80.093727,5515.0,Peach St,Erie,PA
T-4953990,Congestion,0,71,2020-12-31 18:02:00,2020-12-31 19:07:04,42.941139,-78.867722,2098.0,Delaware Ave,Buffalo,NY
T-4953991,Congestion,1,71,2020-12-31 18:11:00,2020-12-31 19:02:52,43.253654,-78.981323,1429.0,Lockport Rd,Youngstown,NY
T-4953992,Congestion,0,73,2020-12-31 18:24:00,2020-12-31 19:05:10,42.062809,-80.093849,6037.0,Peach St,Erie,PA
T-4953993,Accident,2,201,2020-12-31 18:24:43,2020-12-31 18:54:32,43.030651,-78.875862,119.0,Schenck St,North Tonawanda,NY
T-4953994,Accident,3,201,2020-12-31 18:29:34,2020-12-31 19:59:19,42.550568,-79.108765,,I-90 W,Silver Creek,NY
T-4953995,Flow-Incident,1,214,2020-12-31 17:11:00,2020-12-31 19:18:54,42.90535,-78.813766,1867.0,Bailey Ave,Buffalo,NY
T-4953996,Congestion,1,71,2020-12-31 18:31:00,2020-12-31 19:31:59,43.246712,-78.94294,2049.0,Youngstown Lockport Rd,Ransomville,NY
T-4953997,Congestion,0,71,2020-12-31 19:00:00,2020-12-31 19:43:55,42.940079,-78.867607,,Delaware Ave,Buffalo,NY
T-4953998,Congestion,0,75,2020-12-31 19:00:00,2020-12-31 19:53:06,42.059444,-80.09272,6432.0,Peach St,Erie,PA
T-4953999,Congestion,0,73,2020-12-31 19:16:00,2020-12-31 19:57:16,42.062809,-80.093849,6037.0,Peach St,Erie,PA
T-4954000,Congestion,0,73,2020-12-31 19:25:00,2020-12-31 20:06:04,42.064617,-80.093498,,Peach St,Erie,PA
T-4954001,Congestion,1,72,2020-12-31 19:17:00,2020-12-31 20:30:47,42.909801,-78.813728,2034.0,Bailey Ave,Buffalo,NY
T-4954002,Congestion,1,71,2020-12-31 18:41:00,2020-12-31 21:09:48,42.93446,-78.877647,,Elmwood Ave,Buffalo,NY
T-4954003,Congestion,0,74,2020-12-31 19:24:00,2020-12-31 20:22:24,42.065765,-80.093231,5917.0,Peach St,Erie,PA
T-4954004,Congestion,1,72,2020-12-31 19:18:00,2020-12-31 20:11:10,42.947506,-78.836731,1912.0,Hertel Ave,Buffalo,NY
T-4954005,Congestion,0,72,2020-12-31 19:21:00,2020-12-31 20:29:52,42.965294,-78.870338,1.0,Wabash Ave,Kenmore,NY
T-4954006,Flow-Incident,1,214,2020-12-31 20:15:00,2020-12-31 22:06:49,42.952255,-78.813751,3519.0,Bailey Ave,Buffalo,NY
T-4954007,Congestion,0,72,2020-12-31 19:35:00,2020-12-31 21:11:10,42.048351,-80.08004,8033.0,Peach St,Erie,PA
T-4954008,Congestion,0,73,2020-12-31 19:39:00,2020-12-31 20:20:09,42.06142,-80.093857,6102.0,Peach St,Erie,PA
T-4954009,Congestion,0,74,2020-12-31 19:41:00,2020-12-31 20:23:10,41.94355,-80.566277,536.0,State St,Conneaut,OH
T-4954010,Congestion,0,71,2020-12-31 19:40:00,2020-12-31 20:21:46,42.896851,-78.874794,460.0,Delaware Ave,Buffalo,NY
T-4954011,Congestion,0,72,2020-12-31 19:45:00,2020-12-31 20:25:45,42.92363,-78.813683,2530.0,Bailey Ave,Buffalo,NY
T-4954012,Congestion,0,73,2020-12-31 20:13:00,2020-12-31 20:54:31,42.060478,-80.093498,6237.0,Peach St,Erie,PA
T-4954013,Congestion,1,72,2020-12-31 19:55:00,2020-12-31 21:07:36,42.946075,-78.831894,2091.0,Hertel Ave,Buffalo,NY
T-4954014,Congestion,0,73,2020-12-31 20:30:00,2020-12-31 21:11:10,42.063599,-80.093697,5966.0,Peach St,Erie,PA
T-4954015,Congestion,0,72,2020-12-31 20:37:00,2020-12-31 21:18:47,42.960911,-78.878708,298.0,Lasalle Ave,Kenmore,NY
T-4954016,Congestion,0,72,2020-12-31 20:24:00,2020-12-31 21:23:42,42.890026,-78.85302,568.0,Broadway St,Buffalo,NY
T-4954017,Congestion,1,72,2020-12-31 20:36:00,2020-12-31 22:57:03,42.921623,-78.813667,2457.0,Bailey Ave,Buffalo,NY
T-4954018,Congestion,1,71,2020-12-31 20:44:00,2020-12-31 21:31:56,42.884567,-78.880196,7.0,S Elmwood Ave,Buffalo,NY
T-4954019,Congestion,0,73,2020-12-31 20:50:00,2020-12-31 21:39:18,42.059444,-80.09272,6432.0,Peach St,Erie,PA
T-4954020,Congestion,0,73,2020-12-31 20:58:00,2020-12-31 21:43:04,42.073933,-80.093697,5515.0,Peach St,Erie,PA
T-4954021,Congestion,1,72,2020-12-31 20:53:00,2020-12-31 22:57:46,42.912258,-78.87709,566.0,Elmwood Ave,Buffalo,NY
T-4954022,Congestion,0,72,2020-12-31 21:03:00,2020-12-31 21:51:52,42.980858,-78.822746,2974.0,Sheridan Dr,Buffalo,NY
T-4954023,Congestion,0,74,2020-12-31 21:11:00,2020-12-31 21:57:07,42.070633,-80.093071,5700.0,Peach St,Erie,PA
T-4954024,Congestion,0,75,2020-12-31 21:30:00,2020-12-31 22:18:05,42.065208,-80.093353,,Interchange Rd,Erie,PA
T-4954025,Congestion,0,75,2020-12-31 21:32:00,2020-12-31 22:13:11,42.059444,-80.09272,6432.0,Peach St,Erie,PA
T-4954026,Congestion,1,72,2020-12-31 20:15:00,2020-12-31 23:46:42,42.94342,-78.81366,3256.0,Bailey Ave,Buffalo,NY
T-4954027,Congestion,1,72,2020-12-31 21:59:00,2020-12-31 22:40:49,42.93446,-78.877647,,Elmwood Ave,Buffalo,NY
T-4954028,Congestion,0,72,2020-12-31 22:08:00,2020-12-31 23:08:02,42.057926,-80.091019,6638.0,Peach St,Erie,PA
T-4954029,Congestion,0,73,2020-12-31 22:27:00,2020-12-31 23:08:02,42.080532,-80.09063,5034.0,Peach St,Erie,PA
T-4954030,Flow-Incident,1,214,2020-12-31 20:36:00,2020-12-31 23:55:42,42.904762,-78.813774,1843.0,Bailey Ave,Buffalo,NY
T-4954031,Congestion,0,72,2020-12-31 21:51:00,2020-12-31 23:25:57,42.896862,-78.814583,1639.0,Broadway St,Buffalo,NY
T-4954032,Congestion,0,72,2020-12-31 22:31:00,2020-12-31 23:24:56,42.980858,-78.822746,2974.0,Sheridan Dr,Buffalo,NY
T-4954077,Congestion,0,72,2020-12-31 05:21:00,2020-12-31 06:26:42,42.336029,-71.150787,,Beacon St,Brighton,MA
T-4954168,Construction,1,735,2020-12-31 02:00:00,2020-12-31 10:00:00,42.393799,-71.035271,69.0,5th St,Chelsea,MA
T-4954215,Congestion,0,72,2020-12-31 07:04:00,2020-12-31 07:49:43,42.370811,-71.113884,1118.0,Massachusetts Ave,Cambridge,MA
T-4954216,Congestion,0,72,2020-12-31 07:09:00,2020-12-31 07:49:43,42.351971,-71.090019,1.0,Massachusetts Ave,Boston,MA
T-4954217,Congestion,0,72,2020-12-31 07:26:00,2020-12-31 08:08:44,42.391773,-71.123871,,Russell St,Cambridge,MA
T-4954218,Congestion,2,76,2020-12-31 07:41:00,2020-12-31 08:28:44,44.816395,-69.254326,,I-95 S,Newport,ME
T-4954219,Congestion,0,72,2020-12-31 08:16:00,2020-12-31 09:13:44,42.40073,-71.135559,,Columbus Ave,Cambridge,MA
T-4954220,Congestion,1,70,2020-12-31 08:37:00,2020-12-31 09:25:44,44.447433,-69.284279,908.0,S Mountain Valley Hwy,Montville,ME
T-4954221,Congestion,0,72,2020-12-31 08:57:00,2020-12-31 10:05:47,42.334148,-71.10479,,Huntington Ave,Roxbury Crossing,MA
T-4954222,Congestion,0,71,2020-12-31 09:25:00,2020-12-31 10:05:47,42.342369,-71.0746,122.0,W Canton St,Boston,MA
T-4954223,Accident,2,201,2020-12-31 09:35:33,2020-12-31 10:35:36,42.362038,-71.071365,,MA-3,Boston,MA
T-4954224,Congestion,0,71,2020-12-31 09:47:00,2020-12-31 10:46:59,42.37291,-71.121353,,Eliot St,Cambridge,MA
T-4954226,Congestion,0,71,2020-12-31 10:06:00,2020-12-31 12:24:57,42.33197,-71.071251,889.0,Massachusetts Ave,Boston,MA
T-4954227,Accident,2,201,2020-12-31 10:11:11,2020-12-31 12:00:16,42.357281,-71.128036,,Lincoln St,Allston,MA
T-4954228,Congestion,0,72,2020-12-31 10:29:00,2020-12-31 11:15:53,42.370811,-71.113884,1118.0,Massachusetts Ave,Cambridge,MA
T-4954229,Congestion,1,72,2020-12-31 10:22:00,2020-12-31 11:28:48,42.29044,-71.352669,79.0,N Main St,Natick,MA
T-4954230,Accident,2,201,2020-12-31 10:32:53,2020-12-31 11:52:50,43.124599,-71.435966,136.0,Granite St,Allenstown,NH
T-4954231,Congestion,0,72,2020-12-31 10:35:00,2020-12-31 11:48:53,42.349846,-71.089012,98.0,Public Alley 429,Boston,MA
T-4954232,Congestion,0,72,2020-12-31 10:48:00,2020-12-31 11:31:58,42.318264,-71.364639,1.0,Damon St,Wayland,MA
T-4954233,Accident,2,201,2020-12-31 10:52:03,2020-12-31 12:08:42,44.090881,-70.230583,190.0,Minot Ave,Auburn,ME
T-4954234,Broken-Vehicle,2,211,2020-12-31 11:04:29,2020-12-31 11:52:52,42.397221,-71.084518,299.0,Fellsway,Somerville,MA
T-4954235,Accident,2,201,2020-12-31 11:08:24,2020-12-31 12:10:29,42.316544,-71.23365,,I-95 S,Wellesley Hills,MA
T-4954236,Congestion,0,72,2020-12-31 11:09:00,2020-12-31 12:34:54,42.372284,-71.115639,,Bow St,Cambridge,MA
T-4954237,Congestion,0,72,2020-12-31 10:50:00,2020-12-31 11:58:48,42.379993,-71.119919,2.0,Everett St,Cambridge,MA
T-4954238,Congestion,0,72,2020-12-31 11:03:00,2020-12-31 12:09:56,42.41077,-71.147926,333.0,Massachusetts Ave,Arlington,MA
T-4954239,Congestion,0,71,2020-12-31 11:16:00,2020-12-31 12:09:56,42.349239,-71.045036,,Congress St,Boston,MA
T-4954240,Congestion,0,71,2020-12-31 11:03:00,2020-12-31 12:12:01,42.352325,-71.06308,4.0,Boylston St,Boston,MA
T-4954241,Congestion,1,72,2020-12-31 11:31:00,2020-12-31 12:17:45,43.397598,-70.697617,2.0,Kennebunk Rd,Sanford,ME
T-4954242,Congestion,0,72,2020-12-31 11:41:00,2020-12-31 12:32:53,42.351971,-71.090019,1.0,Massachusetts Ave,Boston,MA
T-4954243,Congestion,0,72,2020-12-31 11:44:00,2020-12-31 12:24:57,42.398689,-71.131783,2485.0,Massachusetts Ave,Cambridge,MA
T-4954244,Broken-Vehicle,2,213,2020-12-31 11:49:23,2020-12-31 13:05:32,42.346149,-71.034203,353.0,Northern Ave,Boston,MA
T-4954245,Congestion,0,72,2020-12-31 11:57:00,2020-12-31 13:11:58,42.34219,-71.084122,207.0,Saint Botolph St,Boston,MA
T-4954246,Construction,2,500,2020-12-31 12:00:00,2020-12-31 17:00:00,41.825932,-71.36602,,N Broadway,East Providence,RI
T-4954247,Construction,2,701,2020-12-31 12:00:00,2020-12-31 17:00:00,41.828453,-71.371803,181.0,Massasoit Ave,East Providence,RI
T-4954248,Construction,2,701,2020-12-31 12:00:00,2020-12-31 20:00:00,41.829048,-71.382668,198.0,S Angell St,Providence,RI
T-4954249,Construction,0,701,2020-12-31 12:00:00,2020-12-31 23:00:00,41.946331,-70.647102,,Obery St,Plymouth,MA
T-4954250,Construction,2,641,2020-12-31 12:00:00,2020-12-31 20:30:00,41.982151,-71.159706,,E Main St,Norton,MA
T-4954251,Construction,0,701,2020-12-31 12:00:00,2020-12-31 20:30:00,42.305489,-71.21814,94.0,Highland Ave,Needham Heights,MA
T-4954252,Congestion,0,72,2020-12-31 11:59:00,2020-12-31 13:09:46,42.320732,-71.061768,1297.0,Massachusetts Ave,Dorchester,MA
T-4954253,Construction,2,405,2020-12-31 12:00:00,2020-12-31 22:00:00,42.34322,-71.094559,48.0,Park Dr,Boston,MA
T-4954254,Congestion,1,72,2020-12-31 11:58:00,2020-12-31 13:29:54,42.392727,-71.125,,Rindge Ave,Cambridge,MA
T-4954255,Congestion,0,71,2020-12-31 12:01:00,2020-12-31 12:43:57,42.348888,-71.097099,,Beacon St,Boston,MA
T-4954256,Congestion,1,71,2020-12-31 11:56:00,2020-12-31 12:44:58,42.37632,-71.118973,1831.0,Cambridge St,Cambridge,MA
T-4954257,Flow-Incident,1,214,2020-12-31 12:42:00,2020-12-31 13:51:52,42.338169,-71.082451,870.0,Tremont St,Boston,MA
T-4954258,Congestion,1,71,2020-12-31 12:12:00,2020-12-31 13:04:56,42.347279,-71.087723,1051.0,Boylston St,Boston,MA
T-4954259,Congestion,0,71,2020-12-31 12:17:00,2020-12-31 12:57:56,42.345249,-71.069832,1.0,E Berkeley St,Boston,MA
T-4954260,Congestion,0,71,2020-12-31 11:57:00,2020-12-31 13:08:53,42.347839,-71.07869,,I-90 W,Boston,MA
T-4954261,Broken-Vehicle,2,211,2020-12-31 12:24:43,2020-12-31 13:25:32,42.203236,-71.119324,,I-93 S,Canton,MA
T-4954262,Congestion,0,72,2020-12-31 12:12:00,2020-12-31 13:07:54,42.304768,-71.084656,568.0,Blue Hill Ave,Dorchester,MA
T-4954263,Broken-Vehicle,2,211,2020-12-31 12:28:08,2020-12-31 13:43:53,42.584,-71.157867,,I-93 S,Wilmington,MA
T-4954264,Congestion,1,71,2020-12-31 12:29:00,2020-12-31 18:47:47,42.33197,-71.071251,889.0,Massachusetts Ave,Boston,MA
T-4954265,Congestion,0,72,2020-12-31 12:27:00,2020-12-31 15:08:56,42.37291,-71.121353,,Eliot St,Cambridge,MA
T-4954266,Congestion,0,71,2020-12-31 12:33:00,2020-12-31 13:13:49,42.345249,-71.069832,1.0,E Berkeley St,Boston,MA
T-4954267,Congestion,1,71,2020-12-31 12:27:00,2020-12-31 13:13:49,42.351952,-71.123398,199.0,Naples Rd,Brookline,MA
T-4954268,Congestion,1,71,2020-12-31 12:33:00,2020-12-31 13:13:49,42.35574,-71.091888,,Massachusetts Ave,Cambridge,MA
T-4954269,Congestion,1,72,2020-12-31 12:32:00,2020-12-31 13:12:56,42.384789,-71.119377,1747.0,Massachusetts Ave,Cambridge,MA
T-4954270,Congestion,0,72,2020-12-31 12:31:00,2020-12-31 14:17:51,42.33004,-71.126114,352.0,Boylston St,Brookline,MA
T-4954271,Congestion,0,72,2020-12-31 12:39:00,2020-12-31 13:20:52,42.406101,-71.142693,1.0,Winter St,Arlington,MA
T-4954272,Congestion,1,71,2020-12-31 12:42:00,2020-12-31 13:29:54,42.335499,-71.087349,1109.0,Tremont St,Roxbury Crossing,MA
T-4954273,Congestion,0,71,2020-12-31 12:40:00,2020-12-31 13:22:02,42.34938,-71.102013,632.0,Commonwealth Ave,Boston,MA
T-4954274,Congestion,2,73,2020-12-31 12:28:00,2020-12-31 13:30:53,43.656132,-70.264557,55.0,Forest Ave,Portland,ME
T-4954275,Congestion,0,72,2020-12-31 12:28:00,2020-12-31 13:26:54,42.337521,-71.095795,503.0,Huntington Ave,Boston,MA
T-4954276,Congestion,0,71,2020-12-31 12:31:00,2020-12-31 13:26:54,42.347839,-71.07869,,I-90 W,Boston,MA
T-4954277,Congestion,1,71,2020-12-31 12:46:00,2020-12-31 14:52:01,42.358147,-71.093056,173.0,Amherst St,Cambridge,MA
T-4954278,Congestion,0,71,2020-12-31 12:49:00,2020-12-31 13:29:54,42.334148,-71.10479,,Huntington Ave,Roxbury Crossing,MA
T-4954279,Congestion,1,71,2020-12-31 12:49:00,2020-12-31 15:59:01,42.352043,-71.090057,,Massachusetts Ave,Boston,MA
T-4954280,Congestion,0,72,2020-12-31 12:54:00,2020-12-31 15:03:49,42.415989,-71.15464,,Massachusetts Ave,Arlington,MA
T-4954281,Congestion,0,72,2020-12-31 11:58:00,2020-12-31 13:35:07,42.407051,-71.143921,,Massachusetts Ave,Arlington,MA
T-4954282,Congestion,0,72,2020-12-31 12:54:00,2020-12-31 13:35:58,42.418522,-71.166267,950.0,Massachusetts Ave,Arlington,MA
T-4954283,Congestion,1,72,2020-12-31 11:58:00,2020-12-31 13:45:48,42.403027,-71.060936,,Main St,Everett,MA
T-4954284,Congestion,0,72,2020-12-31 13:04:00,2020-12-31 13:45:48,42.418873,-71.167,961.0,Massachusetts Ave,Arlington,MA
T-4954285,Congestion,1,71,2020-12-31 12:59:00,2020-12-31 13:55:46,42.375549,-71.115021,1782.0,Cambridge St,Cambridge,MA
T-4954286,Congestion,0,72,2020-12-31 13:18:00,2020-12-31 14:21:58,42.367004,-71.106354,821.0,Massachusetts Ave,Cambridge,MA
T-4954287,Congestion,1,72,2020-12-31 13:13:00,2020-12-31 14:10:56,42.341434,-71.086441,290.0,Huntington Ave,Boston,MA
T-4954288,Congestion,0,71,2020-12-31 13:20:00,2020-12-31 14:08:44,42.343929,-71.083504,200.0,Huntington Ave,Boston,MA
T-4954289,Accident,2,201,2020-12-31 13:25:30,2020-12-31 14:10:15,42.477325,-71.217232,,I-95 S,Burlington,MA
T-4954290,Congestion,1,71,2020-12-31 13:16:00,2020-12-31 14:42:47,42.349239,-71.045036,,Congress St,Boston,MA
T-4954291,Broken-Vehicle,2,211,2020-12-31 13:37:35,2020-12-31 14:37:40,42.61013,-71.327316,,US-3 S,Chelmsford,MA
T-4954292,Accident,2,201,2020-12-31 13:39:30,2020-12-31 14:24:47,41.800743,-71.402214,9.0,Thurbers Ave,Providence,RI
T-4954293,Flow-Incident,0,214,2020-12-31 12:33:00,2020-12-31 14:35:57,42.334148,-71.10479,,Huntington Ave,Roxbury Crossing,MA
T-4954294,Congestion,0,72,2020-12-31 13:44:00,2020-12-31 14:24:45,42.379551,-71.11998,1598.0,Massachusetts Ave,Cambridge,MA
T-4954295,Congestion,0,71,2020-12-31 13:45:00,2020-12-31 14:26:57,42.417919,-71.165009,912.0,Massachusetts Ave,Arlington,MA
T-4954296,Broken-Vehicle,2,211,2020-12-31 13:44:38,2020-12-31 14:29:20,42.605461,-71.34465,,I-495 S,Chelmsford,MA
T-4954297,Congestion,1,72,2020-12-31 13:37:00,2020-12-31 14:41:48,42.331772,-71.116753,,Washington St,Brookline,MA
T-4954298,Construction,2,641,2020-12-31 14:00:00,2020-12-31 21:00:00,42.457367,-71.023827,1226.0,Broadway,Saugus,MA
T-4954299,Congestion,0,71,2020-12-31 14:06:00,2020-12-31 15:18:56,42.334148,-71.10479,,Huntington Ave,Roxbury Crossing,MA
T-4954300,Congestion,0,72,2020-12-31 13:46:00,2020-12-31 14:47:00,42.349976,-71.107025,736.0,Commonwealth Ave,Boston,MA
T-4954301,Congestion,0,71,2020-12-31 14:07:00,2020-12-31 14:47:58,42.370811,-71.113884,1118.0,Massachusetts Ave,Cambridge,MA
T-4954302,Congestion,1,71,2020-12-31 13:45:00,2020-12-31 14:47:00,42.375549,-71.115021,1782.0,Cambridge St,Cambridge,MA
T-4954303,Accident,2,201,2020-12-31 14:08:09,2020-12-31 15:41:18,41.991161,-70.85968,487.0,Plymouth St,Halifax,MA
T-4954304,Congestion,0,72,2020-12-31 14:07:00,2020-12-31 14:49:46,42.337891,-71.142021,1772.0,Beacon St,Brookline,MA
T-4954305,Congestion,0,71,2020-12-31 14:08:00,2020-12-31 15:02:48,42.341309,-71.076553,674.0,Tremont St,Boston,MA
T-4954306,Accident,2,201,2020-12-31 14:10:46,2020-12-31 15:42:34,42.84613,-70.906708,112.0,Macy St,Amesbury,MA
T-4954307,Congestion,0,72,2020-12-31 14:15:00,2020-12-31 15:15:52,42.347839,-71.07869,,I-90 W,Boston,MA
T-4954308,Accident,2,201,2020-12-31 14:20:21,2020-12-31 14:49:50,41.898746,-71.368546,,I-95 S,Attleboro,MA
T-4954309,Congestion,0,72,2020-12-31 14:11:00,2020-12-31 15:09:49,42.967163,-71.093407,923.0,Main St,Fremont,NH
T-4954310,Accident,2,201,2020-12-31 14:24:19,2020-12-31 15:41:14,42.208939,-71.137581,,I-95 N,Canton,MA
T-4954311,Congestion,0,71,2020-12-31 13:35:00,2020-12-31 15:18:56,42.352325,-71.06308,4.0,Boylston St,Boston,MA
T-4954312,Flow-Incident,1,214,2020-12-31 14:07:00,2020-12-31 15:05:49,42.384109,-71.119453,1719.0,Massachusetts Ave,Cambridge,MA
T-4954313,Congestion,1,71,2020-12-31 14:09:00,2020-12-31 16:36:50,42.332958,-71.118752,1.0,Davis Ave,Brookline,MA
T-4954314,Congestion,1,71,2020-12-31 14:29:00,2020-12-31 16:07:57,42.35696,-71.092491,,Massachusetts Ave,Cambridge,MA
T-4954315,Congestion,0,71,2020-12-31 12:37:00,2020-12-31 15:15:52,42.385792,-71.0774,,Broadway,Charlestown,MA
T-4954316,Congestion,0,72,2020-12-31 14:07:00,2020-12-31 15:09:49,42.388454,-71.119461,1881.0,Massachusetts Ave,Cambridge,MA
T-4954317,Congestion,0,72,2020-12-31 14:21:00,2020-12-31 15:38:59,42.331902,-71.114883,,Washington St,Brookline,MA
T-4954318,Congestion,0,71,2020-12-31 14:36:00,2020-12-31 15:23:56,42.348873,-71.065483,293.0,Tremont St,Boston,MA
T-4954319,Congestion,0,72,2020-12-31 14:35:00,2020-12-31 15:15:52,42.396721,-71.102364,462.0,Broadway,Somerville,MA
T-4954320,Congestion,1,72,2020-12-31 13:35:00,2020-12-31 17:18:52,42.295204,-71.061653,1621.0,Dorchester Ave,Dorchester,MA
T-4954321,Congestion,0,72,2020-12-31 14:39:00,2020-12-31 16:19:42,42.40073,-71.135559,,Columbus Ave,Cambridge,MA
T-4954322,Flow-Incident,1,214,2020-12-31 14:44:00,2020-12-31 15:38:59,42.350788,-71.113792,850.0,Commonwealth Ave,Boston,MA
T-4954323,Congestion,1,71,2020-12-31 13:42:00,2020-12-31 15:23:56,42.388439,-71.041893,101.0,Broadway,Chelsea,MA
T-4954324,Congestion,1,71,2020-12-31 14:22:00,2020-12-31 15:26:57,42.299938,-71.113571,1.0,Hyde Park Ave,Jamaica Plain,MA
T-4954325,Congestion,0,72,2020-12-31 14:46:00,2020-12-31 15:26:57,42.327484,-71.087128,2513.0,Washington St,Roxbury,MA
T-4954326,Congestion,1,71,2020-12-31 14:44:00,2020-12-31 15:25:58,42.38752,-71.044037,31.0,Broadway,Chelsea,MA
T-4954327,Accident,2,201,2020-12-31 14:44:55,2020-12-31 15:48:22,42.454899,-70.959473,566.0,Lynnway,Lynn,MA
T-4954328,Congestion,1,71,2020-12-31 14:38:00,2020-12-31 15:29:56,42.347641,-71.038353,30.0,Congress St,Boston,MA
T-4954329,Congestion,0,72,2020-12-31 14:17:00,2020-12-31 15:32:40,41.777901,-71.400414,1764.0,Broad St,Cranston,RI
T-4954330,Congestion,0,71,2020-12-31 14:52:00,2020-12-31 15:32:40,42.343929,-71.083504,200.0,Huntington Ave,Boston,MA
T-4954331,Congestion,1,72,2020-12-31 14:06:00,2020-12-31 15:32:40,43.660065,-70.255066,355.0,Congress St,Portland,ME
T-4954332,Congestion,0,72,2020-12-31 14:53:00,2020-12-31 15:33:55,42.355011,-71.091537,,Massachusetts Ave,Cambridge,MA
T-4954333,Accident,3,201,2020-12-31 14:56:56,2020-12-31 15:57:06,42.355637,-71.050964,,I-93 N,Boston,MA
T-4954334,Congestion,0,72,2020-12-31 14:33:00,2020-12-31 15:38:59,42.356491,-71.15036,225.0,N Beacon St,Brighton,MA
T-4954335,Congestion,0,73,2020-12-31 14:42:00,2020-12-31 15:38:59,42.371162,-71.195839,471.0,Main St,Watertown,MA
T-4954336,Congestion,0,72,2020-12-31 14:52:00,2020-12-31 16:12:53,42.385811,-71.119263,1777.0,Massachusetts Ave,Cambridge,MA
T-4954337,Congestion,1,72,2020-12-31 14:07:00,2020-12-31 15:37:59,42.3731,-71.26329,318.0,Weston St,Waltham,MA
T-4954338,Broken-Vehicle,2,211,2020-12-31 14:58:20,2020-12-31 15:44:47,42.480083,-71.115051,,I-93 S,Woburn,MA
T-4954339,Accident,2,201,2020-12-31 14:57:48,2020-12-31 15:27:17,42.867779,-71.347633,,Londonderry Cmns,Londonderry,NH
T-4954340,Construction,1,401,2020-12-31 15:00:00,2020-12-31 20:00:00,41.804729,-71.373428,2.0,Ridge Dr,East Providence,RI
