EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),LocationLat,LocationLng,City,State
W-41384,Snow,Light,2016-12-31 06:54:00,2016-12-31 07:05:00,0.0,42.4269,-73.289,Pittsfield,MA
W-41385,Snow,Light,2016-12-31 07:54:00,2016-12-31 08:54:00,0.0,42.4269,-73.289,Pittsfield,MA
W-41386,Snow,Light,2016-12-31 14:50:00,2016-12-31 15:31:00,0.0,42.4269,-73.289,Pittsfield,MA
W-41387,Snow,Light,2016-12-31 22:10:00,2016-12-31 22:44:00,0.0,42.4269,-73.289,Pittsfield,MA
W-51317,Rain,Light,2016-12-31 13:53:00,2016-12-31 14:53:00,0.0,36.0425,-95.99,Tulsa,OK
W-54984,Rain,Light,2016-12-31 15:55:00,2016-12-31 17:35:00,0.03,32.2885,-106.9132,Las Cruces,NM
W-54985,Rain,Light,2016-12-31 18:15:00,2016-12-31 19:35:00,0.03,32.2885,-106.9132,Las Cruces,NM
W-54986,Rain,Light,2016-12-31 20:35:00,2016-12-31 21:55:00,0.02,32.2885,-106.9132,Las Cruces,NM
W-100851,Rain,Light,2016-12-31 21:53:00,2016-12-31 22:53:00,0.0,45.7691,-122.8637,Scappoose,OR
W-107015,Snow,Light,2016-12-31 00:40:00,2016-12-31 00:56:00,0.0,46.7973,-102.8019,Dickinson,ND
W-107016,Fog,Moderate,2016-12-31 00:56:00,2016-12-31 02:10:00,0.0,46.7973,-102.8019,Dickinson,ND
W-107017,Snow,Light,2016-12-31 02:10:00,2016-12-31 02:28:00,0.0,46.7973,-102.8019,Dickinson,ND
W-107018,Fog,Moderate,2016-12-31 02:28:00,2016-12-31 02:56:00,0.0,46.7973,-102.8019,Dickinson,ND
W-107019,Fog,Moderate,2016-12-31 04:11:00,2016-12-31 04:56:00,0.0,46.7973,-102.8019,Dickinson,ND
W-107020,Cold,Severe,2016-12-31 21:56:00,2017-01-01 15:56:00,0.0,46.7973,-102.8019,Dickinson,ND
W-115331,Fog,Severe,2016-12-31 06:37:00,2016-12-31 06:53:00,0.0,45.5511,-122.4089,Troutdale,OR
W-115332,Fog,Severe,2016-12-31 08:13:00,2016-12-31 08:23:00,0.0,45.5511,-122.4089,Troutdale,OR
W-120674,Snow,Light,2016-12-31 06:33:00,2016-12-31 09:53:00,0.0,46.0244,-92.8991,Hinckley,MN
W-120675,Snow,Light,2016-12-31 10:12:00,2016-12-31 10:32:00,0.0,46.0244,-92.8991,Hinckley,MN
W-140349,Snow,Light,2016-12-31 05:43:00,2016-12-31 07:53:00,0.0,45.868,-95.394,Alexandria,MN
W-140350,Snow,Light,2016-12-31 08:53:00,2016-12-31 09:53:00,0.0,45.868,-95.394,Alexandria,MN
W-140351,Snow,Light,2016-12-31 17:13:00,2016-12-31 17:53:00,0.0,45.868,-95.394,Alexandria,MN
W-144782,Fog,Severe,2016-12-31 07:52:00,2016-12-31 08:20:00,0.0,37.4393,-105.8618,Alamosa,CO
W-144783,Fog,Severe,2016-12-31 08:40:00,2016-12-31 08:49:00,0.0,37.4393,-105.8618,Alamosa,CO
W-144784,Snow,Light,2016-12-31 22:10:00,2016-12-31 23:08:00,0.02,37.4393,-105.8618,Alamosa,CO
W-144785,Fog,Severe,2016-12-31 23:08:00,2016-12-31 23:42:00,0.0,37.4393,-105.8618,Alamosa,CO
W-144786,Snow,Moderate,2016-12-31 23:42:00,2016-12-31 23:52:00,0.03,37.4393,-105.8618,Alamosa,CO
W-144787,Fog,Severe,2016-12-31 23:52:00,2017-01-01 00:09:00,0.0,37.4393,-105.8618,Alamosa,CO
W-147745,Rain,Light,2016-12-31 20:51:00,2016-12-31 21:51:00,0.0,40.9181,-81.4434,Green,OH
W-147746,Rain,Light,2016-12-31 23:51:00,2017-01-01 01:36:00,0.0,40.9181,-81.4434,Green,OH
W-153205,Snow,Light,2016-12-31 10:01:00,2016-12-31 11:01:00,0.0,44.3048,-96.8169,Brookings,SD
W-153206,Snow,Light,2016-12-31 13:01:00,2016-12-31 15:01:00,0.0,44.3048,-96.8169,Brookings,SD
W-153207,Snow,Light,2016-12-31 15:16:00,2016-12-31 15:48:00,0.0,44.3048,-96.8169,Brookings,SD
W-158683,Rain,Light,2016-12-31 03:15:00,2016-12-31 05:55:00,0.13,35.3022,-112.1942,Williams,AZ
W-158684,Rain,Light,2016-12-31 13:55:00,2016-12-31 14:35:00,0.01,35.3022,-112.1942,Williams,AZ
W-158685,Rain,Light,2016-12-31 16:15:00,2016-12-31 16:35:00,0.0,35.3022,-112.1942,Williams,AZ
W-158686,Rain,Light,2016-12-31 17:15:00,2016-12-31 17:35:00,0.0,35.3022,-112.1942,Williams,AZ
W-158687,Rain,Light,2016-12-31 18:55:00,2016-12-31 19:15:00,0.03,35.3022,-112.1942,Williams,AZ
W-158688,Rain,Light,2016-12-31 19:55:00,2016-12-31 20:15:00,0.0,35.3022,-112.1942,Williams,AZ
W-158689,Rain,Light,2016-12-31 20:55:00,2016-12-31 21:15:00,0.0,35.3022,-112.1942,Williams,AZ
W-158690,Rain,Light,2016-12-31 22:35:00,2016-12-31 22:55:00,0.0,35.3022,-112.1942,Williams,AZ
W-168053,Rain,Light,2016-12-31 17:51:00,2016-12-31 18:51:00,0.04,31.8111,-106.3758,El Paso,TX
W-171816,Rain,Light,2016-12-31 17:53:00,2016-12-31 18:53:00,0.03,33.3544,-84.5689,Peachtree City,GA
W-171817,Rain,Light,2016-12-31 21:53:00,2016-12-31 23:53:00,0.02,33.3544,-84.5689,Peachtree City,GA
W-182296,Rain,Light,2016-12-31 20:56:00,2016-12-31 21:56:00,0.0,34.2487,-82.1591,Greenwood,SC
W-187237,Snow,Light,2016-12-31 09:53:00,2016-12-31 10:53:00,0.0,45.0625,-93.3508,Minneapolis,MN
W-197218,Fog,Severe,2016-12-31 08:53:00,2016-12-31 12:24:00,0.0,42.7274,-114.4547,Jerome,ID
W-197219,Fog,Severe,2016-12-31 13:35:00,2016-12-31 14:53:00,0.0,42.7274,-114.4547,Jerome,ID
W-211567,Rain,Light,2016-12-31 15:53:00,2016-12-31 16:53:00,0.0,36.023,-84.2336,Oak Ridge,TN
W-211568,Rain,Light,2016-12-31 17:53:00,2016-12-31 20:53:00,0.01,36.023,-84.2336,Oak Ridge,TN
W-211569,Rain,Light,2016-12-31 21:53:00,2016-12-31 22:53:00,0.0,36.023,-84.2336,Oak Ridge,TN
W-217532,Snow,Light,2016-12-31 00:15:00,2016-12-31 01:53:00,0.0,44.9324,-93.0559,Saint Paul,MN
W-217533,Snow,Light,2016-12-31 11:14:00,2016-12-31 11:24:00,0.0,44.9324,-93.0559,Saint Paul,MN
W-227708,Rain,Light,2016-12-31 15:58:00,2016-12-31 16:58:00,0.0,31.0425,-86.3117,Florala,AL
W-227709,Rain,Light,2016-12-31 19:58:00,2017-01-01 02:58:00,0.05,31.0425,-86.3117,Florala,AL
W-246663,Snow,Light,2016-12-31 14:06:00,2016-12-31 17:51:00,0.02,44.9358,-74.8455,Massena,NY
W-246664,Snow,Light,2016-12-31 20:43:00,2016-12-31 23:53:00,0.02,44.9358,-74.8455,Massena,NY
W-267054,Fog,Severe,2016-12-31 09:38:00,2016-12-31 13:28:00,0.0,47.0792,-122.5808,Tacoma,WA
W-267055,Rain,Light,2016-12-31 13:28:00,2016-12-31 13:32:00,0.0,47.0792,-122.5808,Tacoma,WA
W-267056,Fog,Severe,2016-12-31 13:32:00,2016-12-31 13:52:00,0.0,47.0792,-122.5808,Tacoma,WA
W-267057,Fog,Severe,2016-12-31 14:08:00,2016-12-31 15:51:00,0.0,47.0792,-122.5808,Tacoma,WA
W-267058,Rain,Light,2016-12-31 15:51:00,2016-12-31 16:12:00,0.0,47.0792,-122.5808,Tacoma,WA
W-267059,Rain,Light,2016-12-31 23:43:00,2017-01-01 00:17:00,0.0,47.0792,-122.5808,Tacoma,WA
W-306480,Snow,Light,2016-12-31 21:37:00,2016-12-31 22:54:00,0.0,42.5709,-77.7131,North Dansville,NY
W-317612,Rain,Light,2016-12-31 22:15:00,2016-12-31 22:55:00,0.0,31.554,-81.8825,Jesup,GA
W-334923,Snow,Light,2016-12-31 10:45:00,2016-12-31 13:53:00,0.0,47.166,-88.4807,Calumet,MI
W-334924,Snow,Light,2016-12-31 16:53:00,2016-12-31 17:53:00,0.0,47.166,-88.4807,Calumet,MI
W-334925,Snow,Light,2016-12-31 18:53:00,2016-12-31 19:28:00,0.0,47.166,-88.4807,Calumet,MI
W-334926,Snow,Light,2016-12-31 19:53:00,2016-12-31 20:53:00,0.01,47.166,-88.4807,Calumet,MI
W-334927,Snow,Light,2016-12-31 21:53:00,2016-12-31 22:28:00,0.0,47.166,-88.4807,Calumet,MI
W-348171,Rain,Light,2016-12-31 15:15:00,2016-12-31 15:35:00,0.0,34.2291,-86.2558,Albertville,AL
W-348172,Rain,Light,2016-12-31 15:55:00,2016-12-31 17:55:00,0.0,34.2291,-86.2558,Albertville,AL
W-363269,Fog,Severe,2016-12-31 05:01:00,2016-12-31 05:14:00,0.0,38.5037,-122.811,Windsor,CA
W-363270,Fog,Severe,2016-12-31 06:37:00,2016-12-31 07:46:00,0.0,38.5037,-122.811,Windsor,CA
W-363271,Fog,Severe,2016-12-31 07:49:00,2016-12-31 09:43:00,0.0,38.5037,-122.811,Windsor,CA
W-363272,Fog,Severe,2016-12-31 10:16:00,2016-12-31 10:46:00,0.0,38.5037,-122.811,Windsor,CA
W-363273,Fog,Severe,2016-12-31 11:13:00,2016-12-31 12:16:00,0.0,38.5037,-122.811,Windsor,CA
W-363274,Fog,Moderate,2016-12-31 15:53:00,2016-12-31 17:53:00,0.0,38.5037,-122.811,Windsor,CA
W-381812,Rain,Light,2016-12-31 00:51:00,2016-12-31 01:51:00,0.0,31.1525,-97.4078,Temple,TX
W-385321,Fog,Severe,2016-12-31 13:51:00,2016-12-31 15:51:00,0.0,41.7865,-111.8519,Logan,UT
W-385322,Fog,Moderate,2016-12-31 20:51:00,2016-12-31 22:51:00,0.0,41.7865,-111.8519,Logan,UT
W-390381,Rain,Light,2016-12-31 19:35:00,2016-12-31 19:55:00,0.0,40.2044,-84.5319,Versailles,OH
W-399517,Rain,Light,2016-12-31 23:55:00,2017-01-01 03:15:00,0.0,31.2504,-82.3957,Waycross,GA
W-403513,Precipitation,UNK,2016-12-31 09:56:00,2016-12-31 10:56:00,0.2,45.6044,-103.5464,Buffalo,SD
W-423583,Rain,Light,2016-12-31 16:55:00,2016-12-31 17:55:00,0.0,32.9147,-85.9628,Alexander City,AL
W-423584,Rain,Light,2016-12-31 18:35:00,2016-12-31 22:15:00,0.16,32.9147,-85.9628,Alexander City,AL
W-423585,Rain,Light,2016-12-31 23:35:00,2016-12-31 23:55:00,0.0,32.9147,-85.9628,Alexander City,AL
W-429533,Snow,Light,2016-12-31 00:55:00,2016-12-31 01:35:00,0.0,48.3008,-102.4064,Stanley,ND
W-429534,Snow,Light,2016-12-31 04:35:00,2016-12-31 04:55:00,0.0,48.3008,-102.4064,Stanley,ND
W-429535,Cold,Severe,2016-12-31 06:15:00,2016-12-31 06:35:00,0.0,48.3008,-102.4064,Stanley,ND
W-429536,Cold,Severe,2016-12-31 08:15:00,2016-12-31 08:35:00,0.0,48.3008,-102.4064,Stanley,ND
W-429537,Snow,Light,2016-12-31 11:55:00,2016-12-31 12:35:00,0.0,48.3008,-102.4064,Stanley,ND
W-429538,Cold,Severe,2016-12-31 13:15:00,2016-12-31 13:35:00,0.0,48.3008,-102.4064,Stanley,ND
W-429539,Snow,Light,2016-12-31 18:55:00,2016-12-31 19:15:00,0.0,48.3008,-102.4064,Stanley,ND
W-429540,Snow,Light,2016-12-31 20:55:00,2016-12-31 21:55:00,0.0,48.3008,-102.4064,Stanley,ND
W-434897,Snow,Light,2016-12-31 04:21:00,2016-12-31 04:54:00,0.0,46.8715,-68.0179,Caribou,ME
W-434898,Snow,Light,2016-12-31 05:54:00,2016-12-31 06:54:00,0.0,46.8715,-68.0179,Caribou,ME
W-450180,Cold,Severe,2016-12-31 00:47:00,2016-12-31 01:47:00,0.0,27.1816,-80.2252,Stuart,FL
W-453759,Snow,Light,2016-12-31 03:54:00,2016-12-31 05:54:00,0.0,46.2865,-96.1534,Fergus Falls,MN
W-453760,Snow,Light,2016-12-31 06:14:00,2016-12-31 07:14:00,0.0,46.2865,-96.1534,Fergus Falls,MN
W-453761,Snow,Light,2016-12-31 09:14:00,2016-12-31 10:54:00,0.0,46.2865,-96.1534,Fergus Falls,MN
W-453762,Snow,Light,2016-12-31 15:14:00,2016-12-31 15:54:00,0.0,46.2865,-96.1534,Fergus Falls,MN
W-458734,Rain,Light,2016-12-31 00:15:00,2016-12-31 01:15:00,0.02,30.8721,-96.6222,Hearne,TX
W-458735,Rain,Light,2016-12-31 09:35:00,2016-12-31 10:15:00,0.0,30.8721,-96.6222,Hearne,TX
W-469635,Snow,Light,2016-12-31 02:10:00,2016-12-31 05:56:00,0.0,42.1078,-77.9842,Wellsville,NY
W-469636,Snow,Light,2016-12-31 19:54:00,2016-12-31 20:11:00,0.0,42.1078,-77.9842,Wellsville,NY
W-469637,Snow,Light,2016-12-31 21:43:00,2016-12-31 23:56:00,0.0,42.1078,-77.9842,Wellsville,NY
W-493685,Snow,Light,2016-12-31 04:54:00,2016-12-31 05:54:00,0.0,46.8285,-95.8857,Detroit Lakes,MN
W-493686,Snow,Light,2016-12-31 08:14:00,2016-12-31 12:54:00,0.0,46.8285,-95.8857,Detroit Lakes,MN
W-493687,Snow,Light,2016-12-31 13:14:00,2016-12-31 14:14:00,0.0,46.8285,-95.8857,Detroit Lakes,MN
W-493688,Snow,Light,2016-12-31 14:54:00,2016-12-31 17:54:00,0.0,46.8285,-95.8857,Detroit Lakes,MN
W-499223,Rain,Light,2016-12-31 15:59:00,2016-12-31 16:08:00,0.0,32.8519,-106.1085,Holloman Air Force Base,NM
W-499224,Rain,Light,2016-12-31 16:12:00,2016-12-31 16:35:00,0.0,32.8519,-106.1085,Holloman Air Force Base,NM
W-499225,Rain,Light,2016-12-31 16:43:00,2016-12-31 18:11:00,0.04,32.8519,-106.1085,Holloman Air Force Base,NM
W-499226,Rain,Light,2016-12-31 18:12:00,2016-12-31 18:13:00,0.0,32.8519,-106.1085,Holloman Air Force Base,NM
W-499227,Rain,Light,2016-12-31 19:34:00,2016-12-31 20:02:00,0.01,32.8519,-106.1085,Holloman Air Force Base,NM
W-502724,Rain,Light,2016-12-31 14:53:00,2016-12-31 16:53:00,0.01,29.9928,-90.2508,Kenner,LA
W-502725,Rain,Light,2016-12-31 17:53:00,2016-12-31 18:53:00,0.0,29.9928,-90.2508,Kenner,LA
W-502726,Rain,Light,2016-12-31 21:20:00,2016-12-31 21:53:00,0.05,29.9928,-90.2508,Kenner,LA
W-502727,Rain,Moderate,2016-12-31 21:53:00,2016-12-31 22:53:00,0.11,29.9928,-90.2508,Kenner,LA
W-502728,Rain,Light,2016-12-31 23:53:00,2017-01-01 00:18:00,0.04,29.9928,-90.2508,Kenner,LA
W-513171,Rain,Light,2016-12-31 02:15:00,2016-12-31 08:55:00,0.5,36.9599,-113.0139,Colorado City,AZ
W-513172,Rain,Moderate,2016-12-31 08:55:00,2016-12-31 09:15:00,0.1,36.9599,-113.0139,Colorado City,AZ
W-513173,Snow,Light,2016-12-31 09:15:00,2016-12-31 11:35:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-513174,Rain,Light,2016-12-31 11:35:00,2016-12-31 11:55:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-513175,Snow,Light,2016-12-31 11:55:00,2016-12-31 12:15:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-513176,Rain,Light,2016-12-31 12:15:00,2016-12-31 12:55:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-513177,Snow,Light,2016-12-31 12:55:00,2016-12-31 13:15:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-513178,Rain,Light,2016-12-31 13:15:00,2016-12-31 13:55:00,0.0,36.9599,-113.0139,Colorado City,AZ
W-526281,Fog,Severe,2016-12-31 12:00:00,2016-12-31 13:53:00,0.0,42.9203,-112.5711,Pocatello,ID
W-529638,Fog,Moderate,2016-12-31 16:15:00,2016-12-31 16:35:00,0.0,33.902,-87.314,Jasper,AL
W-529639,Fog,Moderate,2016-12-31 22:15:00,2016-12-31 22:35:00,0.0,33.902,-87.314,Jasper,AL
W-554653,Snow,Light,2016-12-31 00:15:00,2016-12-31 00:35:00,0.0,40.0853,-78.5122,Bedford,PA
W-554654,Snow,Light,2016-12-31 00:55:00,2016-12-31 01:15:00,0.0,40.0853,-78.5122,Bedford,PA
W-554655,Snow,Light,2016-12-31 01:55:00,2016-12-31 02:15:00,0.0,40.0853,-78.5122,Bedford,PA
W-569955,Rain,Light,2016-12-31 22:15:00,2016-12-31 22:35:00,0.0,36.3712,-82.1734,Elizabethton,TN
W-569956,Rain,Light,2016-12-31 22:55:00,2016-12-31 23:15:00,0.0,36.3712,-82.1734,Elizabethton,TN
W-575073,Rain,Light,2016-12-31 19:25:00,2016-12-31 20:58:00,0.01,39.8261,-84.0483,Dayton,OH
W-581571,Snow,Light,2016-12-31 00:15:00,2016-12-31 00:55:00,0.0,48.48,-99.236,Cando,ND
W-581572,Snow,Light,2016-12-31 01:55:00,2016-12-31 02:15:00,0.0,48.48,-99.236,Cando,ND
W-581573,Snow,Light,2016-12-31 09:35:00,2016-12-31 09:55:00,0.0,48.48,-99.236,Cando,ND
W-581574,Snow,Moderate,2016-12-31 09:55:00,2016-12-31 10:15:00,0.03,48.48,-99.236,Cando,ND
W-581575,Snow,Light,2016-12-31 22:15:00,2016-12-31 22:55:00,0.01,48.48,-99.236,Cando,ND
W-585986,Rain,Light,2016-12-31 18:55:00,2016-12-31 19:35:00,0.0,31.6839,-83.2709,Fitzgerald,GA
W-585987,Rain,Light,2016-12-31 22:35:00,2016-12-31 23:35:00,0.0,31.6839,-83.2709,Fitzgerald,GA
W-585988,Rain,Light,2016-12-31 23:55:00,2017-01-01 02:55:00,0.0,31.6839,-83.2709,Fitzgerald,GA
W-591660,Snow,Light,2016-12-31 03:56:00,2016-12-31 09:56:00,0.03,44.8394,-87.4219,Sturgeon Bay,WI
W-591661,Snow,Light,2016-12-31 16:40:00,2016-12-31 17:56:00,0.0,44.8394,-87.4219,Sturgeon Bay,WI
W-596309,Rain,Light,2016-12-31 07:53:00,2016-12-31 08:43:00,0.0,48.7991,-122.5406,Bellingham,WA
W-596310,Rain,Light,2016-12-31 18:53:00,2016-12-31 20:53:00,0.0,48.7991,-122.5406,Bellingham,WA
W-596311,Rain,Light,2016-12-31 21:00:00,2016-12-31 22:36:00,0.01,48.7991,-122.5406,Bellingham,WA
W-596312,Snow,Light,2016-12-31 22:36:00,2017-01-01 02:53:00,0.03,48.7991,-122.5406,Bellingham,WA
W-618469,Rain,Light,2016-12-31 16:53:00,2016-12-31 19:53:00,0.01,32.5425,-93.7447,Shreveport,LA
W-622591,Rain,Light,2016-12-31 16:53:00,2016-12-31 17:53:00,0.0,38.1319,-91.7653,Vichy,MO
W-635530,Snow,Light,2016-12-31 02:53:00,2016-12-31 03:53:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-635531,Snow,Light,2016-12-31 10:18:00,2016-12-31 10:53:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-635532,Snow,Light,2016-12-31 11:00:00,2016-12-31 11:13:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-635533,Fog,Severe,2016-12-31 12:53:00,2016-12-31 17:53:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-635534,Snow,Light,2016-12-31 18:53:00,2016-12-31 19:53:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-635535,Snow,Light,2016-12-31 21:53:00,2016-12-31 22:19:00,0.0,43.5208,-112.0661,Idaho Falls,ID
W-639455,Fog,Moderate,2016-12-31 00:56:00,2016-12-31 03:56:00,0.0,31.3087,-86.3938,Andalusia,AL
W-639456,Fog,Moderate,2016-12-31 04:56:00,2016-12-31 06:56:00,0.0,31.3087,-86.3938,Andalusia,AL
W-639457,Rain,Light,2016-12-31 15:56:00,2016-12-31 16:56:00,0.0,31.3087,-86.3938,Andalusia,AL
W-639458,Rain,Light,2016-12-31 19:56:00,2016-12-31 22:56:00,0.02,31.3087,-86.3938,Andalusia,AL
W-639459,Rain,Light,2016-12-31 23:56:00,2017-01-01 03:56:00,0.09,31.3087,-86.3938,Andalusia,AL
W-649102,Rain,Light,2016-12-31 19:35:00,2016-12-31 20:15:00,0.0,31.885,-82.647,Hazlehurst,GA
W-649103,Rain,Light,2016-12-31 21:15:00,2016-12-31 21:35:00,0.0,31.885,-82.647,Hazlehurst,GA
W-649104,Rain,Light,2016-12-31 21:55:00,2016-12-31 22:15:00,0.0,31.885,-82.647,Hazlehurst,GA
W-649105,Rain,Light,2016-12-31 23:35:00,2016-12-31 23:55:00,0.0,31.885,-82.647,Hazlehurst,GA
W-652861,Rain,Light,2016-12-31 09:53:00,2016-12-31 10:36:00,0.0,26.1597,-97.3378,Los Fresnos,TX
W-652862,Rain,Light,2016-12-31 11:43:00,2016-12-31 11:53:00,0.0,26.1597,-97.3378,Los Fresnos,TX
W-652863,Rain,Light,2016-12-31 12:04:00,2016-12-31 13:17:00,0.04,26.1597,-97.3378,Los Fresnos,TX
W-657450,Rain,Light,2016-12-31 23:15:00,2016-12-31 23:35:00,0.0,37.062,-81.7977,Western,VA
W-669511,Rain,Light,2016-12-31 21:40:00,2017-01-01 01:56:00,0.15,48.3552,-122.6635,Oak Harbor,WA
W-678161,Snow,Light,2016-12-31 05:32:00,2016-12-31 09:31:00,0.0,45.7057,-94.9308,Sauk Centre,MN
W-678162,Snow,Light,2016-12-31 13:52:00,2016-12-31 14:12:00,0.0,45.7057,-94.9308,Sauk Centre,MN
W-678163,Snow,Light,2016-12-31 17:32:00,2016-12-31 18:32:00,0.0,45.7057,-94.9308,Sauk Centre,MN
W-683027,Rain,Light,2016-12-31 14:56:00,2016-12-31 15:15:00,0.0,38.2506,-86.9472,Huntingburg,IN
W-683028,Rain,Light,2016-12-31 15:56:00,2016-12-31 16:15:00,0.0,38.2506,-86.9472,Huntingburg,IN
W-683029,Rain,Light,2016-12-31 17:56:00,2016-12-31 18:15:00,0.0,38.2506,-86.9472,Huntingburg,IN
W-683030,Rain,Light,2016-12-31 18:41:00,2016-12-31 18:55:00,0.0,38.2506,-86.9472,Huntingburg,IN
W-683031,Rain,Light,2016-12-31 20:56:00,2016-12-31 21:15:00,0.0,38.2506,-86.9472,Huntingburg,IN
W-690272,Storm,Severe,2016-12-31 01:43:00,2016-12-31 02:43:00,0.0,39.7945,-105.7639,Granby,CO
W-690273,Storm,Severe,2016-12-31 03:23:00,2016-12-31 04:43:00,0.0,39.7945,-105.7639,Granby,CO
W-690274,Storm,Severe,2016-12-31 12:03:00,2016-12-31 12:23:00,0.0,39.7945,-105.7639,Granby,CO
W-690275,Storm,Severe,2016-12-31 14:03:00,2016-12-31 15:03:00,0.0,39.7945,-105.7639,Granby,CO
W-690276,Fog,Severe,2016-12-31 15:23:00,2016-12-31 16:43:00,0.0,39.7945,-105.7639,Granby,CO
W-698890,Rain,Light,2016-12-31 17:35:00,2016-12-31 19:55:00,0.0,34.3122,-84.4222,Ball Ground,GA
W-704217,Rain,Light,2016-12-31 15:53:00,2016-12-31 16:53:00,0.0,38.1847,-84.9033,Frankfort,KY
W-704218,Rain,Light,2016-12-31 18:27:00,2016-12-31 18:53:00,0.0,38.1847,-84.9033,Frankfort,KY
W-704219,Rain,Light,2016-12-31 22:37:00,2016-12-31 22:53:00,0.0,38.1847,-84.9033,Frankfort,KY
W-709161,Rain,Light,2016-12-31 22:19:00,2017-01-01 00:20:00,0.0,34.086,-118.0348,El Monte,CA
W-730270,Rain,Light,2016-12-31 18:53:00,2016-12-31 19:30:00,0.01,39.7556,-82.6571,Carroll,OH
W-730271,Rain,Light,2016-12-31 21:53:00,2016-12-31 22:53:00,0.01,39.7556,-82.6571,Carroll,OH
W-736241,Snow,Light,2016-12-31 00:54:00,2016-12-31 01:54:00,0.0,43.3504,-76.3832,Fulton,NY
W-736242,Snow,Light,2016-12-31 03:46:00,2016-12-31 04:18:00,0.04,43.3504,-76.3832,Fulton,NY
W-736243,Snow,Moderate,2016-12-31 04:18:00,2016-12-31 04:54:00,0.03,43.3504,-76.3832,Fulton,NY
W-736244,Fog,Severe,2016-12-31 04:54:00,2016-12-31 05:13:00,0.0,43.3504,-76.3832,Fulton,NY
W-736245,Snow,Light,2016-12-31 05:13:00,2016-12-31 05:48:00,0.01,43.3504,-76.3832,Fulton,NY
W-736246,Snow,Moderate,2016-12-31 05:48:00,2016-12-31 06:00:00,0.09,43.3504,-76.3832,Fulton,NY
W-736247,Snow,Light,2016-12-31 06:00:00,2016-12-31 06:38:00,0.04,43.3504,-76.3832,Fulton,NY
