EventId,Type,Severity,StartTime(UTC),EndTime(UTC),LocationLat,LocationLng,City,State
W-55968,Snow,Light,2019-12-31 11:10:00,2019-12-31 11:25:00,42.2706,-71.8731,Worcester,MA
W-55969,Fog,Severe,2019-12-31 12:27:00,2019-12-31 14:54:00,42.2706,-71.8731,Worcester,MA
W-55970,Fog,Severe,2019-12-31 16:20:00,2019-12-31 16:27:00,42.2706,-71.8731,Worcester,MA
W-55971,Fog,Severe,2019-12-31 17:38:00,2019-12-31 22:05:00,42.2706,-71.8731,Worcester,MA
W-55972,Fog,Severe,2019-12-31 22:54:00,2020-01-01 00:17:00,42.2706,-71.8731,Worcester,MA
W-60966,Snow,Light,2019-12-31 00:15:00,2019-12-31 03:35:00,42.5764,-84.8124,Charlotte,MI
W-60967,Snow,Light,2019-12-31 04:15:00,2019-12-31 04:35:00,42.5764,-84.8124,Charlotte,MI
W-60968,Snow,Light,2019-12-31 05:15:00,2019-12-31 06:35:00,42.5764,-84.8124,Charlotte,MI
W-60969,Snow,Light,2019-12-31 07:55:00,2019-12-31 20:55:00,42.5764,-84.8124,Charlotte,MI
W-60970,Snow,Light,2019-12-31 21:15:00,2019-12-31 21:35:00,42.5764,-84.8124,Charlotte,MI
W-60971,Snow,Light,2019-12-31 21:55:00,2019-12-31 22:55:00,42.5764,-84.8124,Charlotte,MI
W-71629,Rain,Light,2019-12-31 11:53:00,2019-12-31 12:07:00,45.7691,-122.8637,Scappoose,OR
W-71630,Rain,Light,2019-12-31 15:24:00,2019-12-31 15:53:00,45.7691,-122.8637,Scappoose,OR
W-71631,Rain,Light,2019-12-31 16:35:00,2019-12-31 16:51:00,45.7691,-122.8637,Scappoose,OR
W-71632,Rain,Light,2019-12-31 20:53:00,2019-12-31 22:53:00,45.7691,-122.8637,Scappoose,OR
W-71633,Rain,Light,2019-12-31 23:53:00,2020-01-01 05:14:00,45.7691,-122.8637,Scappoose,OR
W-74868,Fog,Severe,2019-12-31 07:40:00,2019-12-31 07:56:00,46.7973,-102.8019,Dickinson,ND
W-77545,Snow,Light,2019-12-31 02:17:00,2019-12-31 06:29:00,44.5483,-95.0804,Redwood Falls,MN
W-77546,Snow,Light,2019-12-31 07:20:00,2019-12-31 07:53:00,44.5483,-95.0804,Redwood Falls,MN
W-80525,Rain,Light,2019-12-31 15:53:00,2019-12-31 18:53:00,45.5511,-122.4089,Troutdale,OR
W-80526,Rain,Light,2019-12-31 20:53:00,2019-12-31 21:53:00,45.5511,-122.4089,Troutdale,OR
W-80527,Rain,Light,2019-12-31 23:25:00,2019-12-31 23:37:00,45.5511,-122.4089,Troutdale,OR
W-80528,Rain,Moderate,2019-12-31 23:37:00,2020-01-01 00:48:00,45.5511,-122.4089,Troutdale,OR
W-89632,Cold,Severe,2019-12-31 10:55:00,2019-12-31 17:15:00,36.4259,-105.2903,Angel Fire,NM
W-92979,Rain,Light,2019-12-31 02:45:00,2019-12-31 03:56:00,42.1534,-79.258,Jamestown,NY
W-92980,Rain,Light,2019-12-31 04:34:00,2019-12-31 04:56:00,42.1534,-79.258,Jamestown,NY
W-92981,Rain,Light,2019-12-31 07:23:00,2019-12-31 08:56:00,42.1534,-79.258,Jamestown,NY
W-92982,Snow,Light,2019-12-31 08:56:00,2019-12-31 09:03:00,42.1534,-79.258,Jamestown,NY
W-92983,Snow,Light,2019-12-31 09:13:00,2019-12-31 10:56:00,42.1534,-79.258,Jamestown,NY
W-92984,Snow,Light,2019-12-31 13:56:00,2020-01-01 11:56:00,42.1534,-79.258,Jamestown,NY
W-96434,Snow,Light,2019-12-31 00:53:00,2019-12-31 03:53:00,45.868,-95.394,Alexandria,MN
W-98459,Cold,Severe,2019-12-31 02:52:00,2019-12-31 16:52:00,37.4393,-105.8618,Alamosa,CO
W-101626,Snow,Light,2019-12-31 08:37:00,2019-12-31 16:51:00,40.9181,-81.4434,Green,OH
W-101627,Snow,Moderate,2019-12-31 16:51:00,2019-12-31 17:29:00,40.9181,-81.4434,Green,OH
W-101628,Snow,Light,2019-12-31 17:29:00,2020-01-01 10:51:00,40.9181,-81.4434,Green,OH
W-105180,Snow,Moderate,2019-12-31 03:55:00,2019-12-31 05:15:00,44.3048,-96.8169,Brookings,SD
W-105181,Snow,Light,2019-12-31 05:15:00,2019-12-31 08:35:00,44.3048,-96.8169,Brookings,SD
W-105182,Snow,Light,2019-12-31 11:55:00,2019-12-31 13:35:00,44.3048,-96.8169,Brookings,SD
W-105183,Snow,Light,2019-12-31 15:15:00,2019-12-31 15:35:00,44.3048,-96.8169,Brookings,SD
W-105184,Rain,Light,2019-12-31 15:35:00,2019-12-31 21:55:00,44.3048,-96.8169,Brookings,SD
W-111319,Snow,Light,2019-12-31 05:54:00,2019-12-31 06:50:00,41.534,-93.6531,Bloomfield,IA
W-111320,Snow,Light,2019-12-31 09:50:00,2019-12-31 10:54:00,41.534,-93.6531,Bloomfield,IA
W-130508,Fog,Moderate,2019-12-31 22:58:00,2019-12-31 23:58:00,31.1387,-97.7145,Fort Hood,TX
W-134716,Rain,Light,2019-12-31 12:56:00,2019-12-31 13:56:00,45.2907,-118.0088,La Grande,OR
W-134717,Rain,Light,2019-12-31 17:56:00,2019-12-31 18:56:00,45.2907,-118.0088,La Grande,OR
W-134718,Rain,Light,2019-12-31 19:56:00,2019-12-31 20:56:00,45.2907,-118.0088,La Grande,OR
W-134719,Rain,Light,2019-12-31 22:56:00,2020-01-01 08:56:00,45.2907,-118.0088,La Grande,OR
W-168250,Snow,Light,2019-12-31 02:37:00,2019-12-31 07:53:00,44.9358,-74.8455,Massena,NY
W-168251,Snow,Moderate,2019-12-31 07:53:00,2019-12-31 07:57:00,44.9358,-74.8455,Massena,NY
W-168252,Snow,Light,2019-12-31 07:57:00,2019-12-31 13:53:00,44.9358,-74.8455,Massena,NY
W-168253,Rain,Light,2019-12-31 20:47:00,2019-12-31 21:26:00,44.9358,-74.8455,Massena,NY
W-168254,Snow,Heavy,2019-12-31 21:26:00,2019-12-31 21:53:00,44.9358,-74.8455,Massena,NY
W-168255,Snow,Light,2019-12-31 22:20:00,2019-12-31 23:53:00,44.9358,-74.8455,Massena,NY
W-171495,Snow,Light,2019-12-31 03:22:00,2019-12-31 04:52:00,42.1208,-87.9047,Wheeling,IL
W-171496,Snow,Light,2019-12-31 05:52:00,2019-12-31 11:52:00,42.1208,-87.9047,Wheeling,IL
W-176913,Snow,Light,2019-12-31 00:35:00,2019-12-31 01:15:00,46.1731,-98.0799,Oakes,ND
W-182896,Rain,Light,2019-12-31 14:02:00,2019-12-31 14:21:00,47.0792,-122.5808,Tacoma,WA
W-182897,Rain,Light,2019-12-31 14:40:00,2019-12-31 14:53:00,47.0792,-122.5808,Tacoma,WA
W-182898,Rain,Light,2019-12-31 15:10:00,2019-12-31 15:28:00,47.0792,-122.5808,Tacoma,WA
W-182899,Rain,Light,2019-12-31 15:54:00,2019-12-31 16:19:00,47.0792,-122.5808,Tacoma,WA
W-182900,Rain,Light,2019-12-31 16:27:00,2019-12-31 16:40:00,47.0792,-122.5808,Tacoma,WA
W-182901,Rain,Light,2019-12-31 16:44:00,2019-12-31 17:44:00,47.0792,-122.5808,Tacoma,WA
W-182902,Rain,Light,2019-12-31 17:48:00,2019-12-31 18:00:00,47.0792,-122.5808,Tacoma,WA
W-182903,Rain,Light,2019-12-31 18:09:00,2019-12-31 19:58:00,47.0792,-122.5808,Tacoma,WA
W-182904,Rain,Moderate,2019-12-31 19:58:00,2019-12-31 21:30:00,47.0792,-122.5808,Tacoma,WA
W-182905,Rain,Light,2019-12-31 21:45:00,2019-12-31 23:07:00,47.0792,-122.5808,Tacoma,WA
W-182906,Rain,Light,2019-12-31 23:10:00,2019-12-31 23:20:00,47.0792,-122.5808,Tacoma,WA
W-182907,Rain,Light,2019-12-31 23:25:00,2020-01-01 00:03:00,47.0792,-122.5808,Tacoma,WA
W-195118,Snow,Light,2019-12-31 00:12:00,2019-12-31 00:37:00,40.2345,-85.3936,Muncie,IN
W-195119,Snow,Light,2019-12-31 02:53:00,2019-12-31 03:05:00,40.2345,-85.3936,Muncie,IN
W-195120,Rain,Light,2019-12-31 14:57:00,2019-12-31 15:46:00,40.2345,-85.3936,Muncie,IN
W-195121,Rain,Light,2019-12-31 16:30:00,2019-12-31 16:35:00,40.2345,-85.3936,Muncie,IN
W-195122,Rain,Light,2019-12-31 16:40:00,2019-12-31 17:04:00,40.2345,-85.3936,Muncie,IN
W-195123,Rain,Light,2019-12-31 17:53:00,2019-12-31 18:27:00,40.2345,-85.3936,Muncie,IN
W-195124,Fog,Moderate,2019-12-31 18:27:00,2019-12-31 18:53:00,40.2345,-85.3936,Muncie,IN
W-195125,Rain,Light,2019-12-31 18:53:00,2019-12-31 19:06:00,40.2345,-85.3936,Muncie,IN
W-204586,Fog,Severe,2019-12-31 03:28:00,2019-12-31 06:40:00,26.5381,-81.7567,Fort Myers,FL
W-204587,Fog,Severe,2019-12-31 07:19:00,2019-12-31 07:42:00,26.5381,-81.7567,Fort Myers,FL
W-207660,Rain,Light,2019-12-31 01:50:00,2019-12-31 03:54:00,42.5709,-77.7131,North Dansville,NY
W-207661,Rain,Light,2019-12-31 18:54:00,2019-12-31 19:20:00,42.5709,-77.7131,North Dansville,NY
W-207662,Snow,Light,2019-12-31 19:20:00,2019-12-31 20:02:00,42.5709,-77.7131,North Dansville,NY
W-207663,Snow,Light,2019-12-31 22:19:00,2019-12-31 22:54:00,42.5709,-77.7131,North Dansville,NY
W-220658,Fog,Severe,2019-12-31 07:08:00,2019-12-31 12:03:00,36.8211,-76.0283,Virginia Beach,VA
W-220659,Fog,Moderate,2019-12-31 12:03:00,2019-12-31 12:56:00,36.8211,-76.0283,Virginia Beach,VA
W-223385,Rain,Light,2019-12-31 06:53:00,2019-12-31 07:38:00,46.0946,-118.2858,Walla Walla,WA
W-223386,Rain,Light,2019-12-31 11:53:00,2019-12-31 17:53:00,46.0946,-118.2858,Walla Walla,WA
W-223387,Rain,Light,2019-12-31 18:53:00,2019-12-31 20:53:00,46.0946,-118.2858,Walla Walla,WA
W-223388,Rain,Light,2019-12-31 22:53:00,2020-01-01 00:53:00,46.0946,-118.2858,Walla Walla,WA
W-227799,Fog,Severe,2019-12-31 01:53:00,2019-12-31 03:44:00,47.166,-88.4807,Calumet,MI
W-227800,Snow,Light,2019-12-31 03:44:00,2019-12-31 04:00:00,47.166,-88.4807,Calumet,MI
W-227801,Fog,Moderate,2019-12-31 04:00:00,2019-12-31 04:24:00,47.166,-88.4807,Calumet,MI
W-227802,Snow,Light,2019-12-31 04:24:00,2019-12-31 13:53:00,47.166,-88.4807,Calumet,MI
W-227803,Snow,Light,2019-12-31 16:18:00,2019-12-31 17:53:00,47.166,-88.4807,Calumet,MI
W-227804,Snow,Light,2019-12-31 19:53:00,2019-12-31 21:53:00,47.166,-88.4807,Calumet,MI
W-238645,Fog,Moderate,2019-12-31 08:56:00,2019-12-31 09:56:00,40.2184,-76.8552,New Cumberland,PA
W-238646,Fog,Moderate,2019-12-31 11:56:00,2019-12-31 12:20:00,40.2184,-76.8552,New Cumberland,PA
W-238647,Fog,Severe,2019-12-31 12:20:00,2019-12-31 14:56:00,40.2184,-76.8552,New Cumberland,PA
W-238648,Fog,Moderate,2019-12-31 14:56:00,2019-12-31 15:56:00,40.2184,-76.8552,New Cumberland,PA
W-238649,Rain,Light,2019-12-31 22:56:00,2019-12-31 23:56:00,40.2184,-76.8552,New Cumberland,PA
W-242999,Fog,Severe,2019-12-31 17:55:00,2019-12-31 19:35:00,48.8844,-99.6208,Rolla,ND
W-246556,Fog,Severe,2019-12-31 03:34:00,2019-12-31 03:43:00,38.5037,-122.811,Windsor,CA
W-246557,Fog,Severe,2019-12-31 03:53:00,2019-12-31 05:53:00,38.5037,-122.811,Windsor,CA
W-255123,Snow,Light,2019-12-31 05:05:00,2019-12-31 05:19:00,43.6424,-70.3044,Portland,ME
W-255124,Snow,Moderate,2019-12-31 05:19:00,2019-12-31 05:51:00,43.6424,-70.3044,Portland,ME
W-255125,Snow,Heavy,2019-12-31 05:51:00,2019-12-31 07:11:00,43.6424,-70.3044,Portland,ME
W-255126,Snow,Light,2019-12-31 07:11:00,2019-12-31 07:25:00,43.6424,-70.3044,Portland,ME
W-255127,Snow,Moderate,2019-12-31 07:25:00,2019-12-31 07:51:00,43.6424,-70.3044,Portland,ME
W-255128,Snow,Heavy,2019-12-31 07:51:00,2019-12-31 07:58:00,43.6424,-70.3044,Portland,ME
W-255129,Snow,Light,2019-12-31 07:58:00,2019-12-31 08:26:00,43.6424,-70.3044,Portland,ME
W-255130,Rain,Light,2019-12-31 08:26:00,2019-12-31 11:51:00,43.6424,-70.3044,Portland,ME
W-255131,Snow,Moderate,2019-12-31 11:51:00,2019-12-31 12:09:00,43.6424,-70.3044,Portland,ME
W-255132,Snow,Light,2019-12-31 12:09:00,2019-12-31 12:48:00,43.6424,-70.3044,Portland,ME
W-255133,Snow,Heavy,2019-12-31 12:48:00,2019-12-31 13:03:00,43.6424,-70.3044,Portland,ME
W-255134,Snow,Moderate,2019-12-31 13:03:00,2019-12-31 13:51:00,43.6424,-70.3044,Portland,ME
W-255135,Snow,Heavy,2019-12-31 13:51:00,2019-12-31 14:31:00,43.6424,-70.3044,Portland,ME
W-255136,Snow,Moderate,2019-12-31 14:31:00,2019-12-31 15:51:00,43.6424,-70.3044,Portland,ME
W-255137,Rain,Light,2019-12-31 16:51:00,2019-12-31 17:16:00,43.6424,-70.3044,Portland,ME
W-255138,Snow,Light,2019-12-31 17:16:00,2019-12-31 17:51:00,43.6424,-70.3044,Portland,ME
W-255139,Rain,Light,2019-12-31 18:51:00,2019-12-31 19:51:00,43.6424,-70.3044,Portland,ME
W-260814,Fog,Severe,2019-12-31 16:01:00,2019-12-31 16:42:00,41.7865,-111.8519,Logan,UT
W-260815,Fog,Severe,2019-12-31 16:51:00,2019-12-31 17:05:00,41.7865,-111.8519,Logan,UT
W-264382,Fog,Moderate,2019-12-31 15:15:00,2019-12-31 15:35:00,40.2044,-84.5319,Versailles,OH
W-264383,Fog,Severe,2019-12-31 16:15:00,2019-12-31 16:55:00,40.2044,-84.5319,Versailles,OH
W-283525,Fog,Severe,2019-12-31 00:15:00,2019-12-31 02:16:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-283526,Fog,Moderate,2019-12-31 02:16:00,2019-12-31 02:53:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-283527,Fog,Moderate,2019-12-31 05:41:00,2019-12-31 05:53:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-283528,Fog,Severe,2019-12-31 08:53:00,2019-12-31 10:25:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-283529,Fog,Moderate,2019-12-31 10:25:00,2019-12-31 10:53:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-283530,Fog,Moderate,2019-12-31 13:25:00,2019-12-31 13:41:00,38.146,-76.4285,District 1 St. Inigoes,MD
W-291577,Fog,Severe,2019-12-31 05:35:00,2019-12-31 06:55:00,48.3008,-102.4064,Stanley,ND
W-291578,Fog,Severe,2019-12-31 07:55:00,2019-12-31 08:15:00,48.3008,-102.4064,Stanley,ND
W-296568,Snow,Light,2019-12-31 10:54:00,2019-12-31 13:54:00,46.8715,-68.0179,Caribou,ME
W-296569,Snow,Light,2019-12-31 14:18:00,2019-12-31 15:33:00,46.8715,-68.0179,Caribou,ME
W-296570,Snow,Moderate,2019-12-31 15:33:00,2019-12-31 18:22:00,46.8715,-68.0179,Caribou,ME
W-296571,Snow,Light,2019-12-31 18:22:00,2019-12-31 18:54:00,46.8715,-68.0179,Caribou,ME
W-296572,Snow,Moderate,2019-12-31 18:54:00,2019-12-31 19:34:00,46.8715,-68.0179,Caribou,ME
W-296573,Snow,Light,2019-12-31 19:34:00,2019-12-31 20:54:00,46.8715,-68.0179,Caribou,ME
W-296574,Snow,Moderate,2019-12-31 20:54:00,2019-12-31 22:01:00,46.8715,-68.0179,Caribou,ME
W-296575,Snow,Light,2019-12-31 22:01:00,2019-12-31 22:52:00,46.8715,-68.0179,Caribou,ME
W-296576,Snow,Moderate,2019-12-31 22:52:00,2019-12-31 23:38:00,46.8715,-68.0179,Caribou,ME
W-296577,Snow,Light,2019-12-31 23:38:00,2020-01-01 00:54:00,46.8715,-68.0179,Caribou,ME
W-304839,Rain,Light,2019-12-31 02:30:00,2019-12-31 02:55:00,27.1816,-80.2252,Stuart,FL
W-304840,Fog,Severe,2019-12-31 07:15:00,2019-12-31 07:35:00,27.1816,-80.2252,Stuart,FL
W-308203,Fog,Severe,2019-12-31 06:55:00,2019-12-31 07:15:00,46.2865,-96.1534,Fergus Falls,MN
W-308204,Snow,Light,2019-12-31 07:15:00,2019-12-31 08:15:00,46.2865,-96.1534,Fergus Falls,MN
W-308205,Snow,Light,2019-12-31 08:35:00,2019-12-31 16:55:00,46.2865,-96.1534,Fergus Falls,MN
W-308206,Snow,Light,2019-12-31 17:15:00,2019-12-31 17:35:00,46.2865,-96.1534,Fergus Falls,MN
W-311029,Cold,Severe,2019-12-31 04:35:00,2019-12-31 05:35:00,30.8721,-96.6222,Hearne,TX
W-311030,Cold,Severe,2019-12-31 06:35:00,2019-12-31 07:35:00,30.8721,-96.6222,Hearne,TX
W-311031,Cold,Severe,2019-12-31 07:55:00,2019-12-31 09:20:00,30.8721,-96.6222,Hearne,TX
W-311032,Cold,Severe,2019-12-31 09:55:00,2019-12-31 11:55:00,30.8721,-96.6222,Hearne,TX
W-311033,Cold,Severe,2019-12-31 12:20:00,2019-12-31 12:55:00,30.8721,-96.6222,Hearne,TX
W-311034,Cold,Severe,2019-12-31 13:15:00,2019-12-31 15:15:00,30.8721,-96.6222,Hearne,TX
W-321625,Rain,Light,2019-12-31 00:29:00,2019-12-31 00:56:00,42.1078,-77.9842,Wellsville,NY
W-321626,Rain,Light,2019-12-31 01:54:00,2019-12-31 02:56:00,42.1078,-77.9842,Wellsville,NY
W-321627,Snow,Light,2019-12-31 07:10:00,2019-12-31 07:40:00,42.1078,-77.9842,Wellsville,NY
W-321628,Snow,Light,2019-12-31 11:47:00,2019-12-31 12:56:00,42.1078,-77.9842,Wellsville,NY
W-321629,Snow,Light,2019-12-31 15:56:00,2019-12-31 23:56:00,42.1078,-77.9842,Wellsville,NY
W-329092,Snow,Light,2019-12-31 03:35:00,2019-12-31 03:55:00,44.7297,-96.2623,Canby,MN
W-329093,Snow,Light,2019-12-31 04:15:00,2019-12-31 05:35:00,44.7297,-96.2623,Canby,MN
W-329094,Snow,Light,2019-12-31 05:55:00,2019-12-31 07:15:00,44.7297,-96.2623,Canby,MN
W-336770,Snow,Light,2019-12-31 05:55:00,2019-12-31 06:15:00,46.8285,-95.8857,Detroit Lakes,MN
W-336771,Snow,Light,2019-12-31 06:35:00,2019-12-31 15:55:00,46.8285,-95.8857,Detroit Lakes,MN
W-336772,Snow,Light,2019-12-31 16:15:00,2019-12-31 19:35:00,46.8285,-95.8857,Detroit Lakes,MN
W-345258,Rain,Light,2019-12-31 09:56:00,2019-12-31 19:56:00,47.4903,-122.7648,Port Orchard,WA
W-345259,Rain,Moderate,2019-12-31 19:56:00,2019-12-31 20:56:00,47.4903,-122.7648,Port Orchard,WA
W-345260,Rain,Light,2019-12-31 20:56:00,2020-01-01 00:56:00,47.4903,-122.7648,Port Orchard,WA
W-356942,Snow,Light,2019-12-31 22:53:00,2019-12-31 23:53:00,42.9203,-112.5711,Pocatello,ID
W-361636,Fog,Severe,2019-12-31 13:15:00,2019-12-31 13:35:00,33.902,-87.314,Jasper,AL
W-368278,Fog,Severe,2019-12-31 02:15:00,2019-12-31 02:35:00,42.743,-93.7592,Clarion,IA
W-368279,Fog,Severe,2019-12-31 06:15:00,2019-12-31 06:55:00,42.743,-93.7592,Clarion,IA
W-368280,Fog,Severe,2019-12-31 07:35:00,2019-12-31 08:15:00,42.743,-93.7592,Clarion,IA
W-371550,Fog,Moderate,2019-12-31 17:58:00,2019-12-31 21:58:00,31.0673,-97.8289,Killeen,TX
W-371551,Fog,Moderate,2019-12-31 22:58:00,2019-12-31 23:58:00,31.0673,-97.8289,Killeen,TX
W-378101,Rain,Light,2019-12-31 19:13:00,2019-12-31 19:24:00,40.0853,-78.5122,Bedford,PA
W-378102,Rain,Light,2019-12-31 19:53:00,2019-12-31 20:53:00,40.0853,-78.5122,Bedford,PA
W-378103,Snow,Light,2019-12-31 22:23:00,2019-12-31 23:53:00,40.0853,-78.5122,Bedford,PA
W-381660,Snow,Moderate,2019-12-31 08:51:00,2019-12-31 09:28:00,41.9875,-87.9319,Bensenville,IL
W-381661,Snow,Light,2019-12-31 09:28:00,2019-12-31 11:51:00,41.9875,-87.9319,Bensenville,IL
W-384648,Snow,Light,2019-12-31 07:53:00,2019-12-31 09:53:00,42.1106,-92.9161,Marshalltown,IA
W-392027,Snow,Light,2019-12-31 05:56:00,2019-12-31 06:22:00,39.8261,-84.0483,Dayton,OH
W-392028,Rain,Light,2019-12-31 17:25:00,2019-12-31 17:56:00,39.8261,-84.0483,Dayton,OH
W-392029,Rain,Light,2019-12-31 19:33:00,2019-12-31 19:46:00,39.8261,-84.0483,Dayton,OH
W-392030,Rain,Light,2019-12-31 20:56:00,2019-12-31 21:03:00,39.8261,-84.0483,Dayton,OH
W-395681,Fog,Severe,2019-12-31 16:35:00,2019-12-31 19:55:00,48.48,-99.236,Cando,ND
W-402923,Snow,Light,2019-12-31 12:21:00,2019-12-31 17:56:00,44.8394,-87.4219,Sturgeon Bay,WI
W-402924,Snow,Light,2019-12-31 21:56:00,2019-12-31 22:56:00,44.8394,-87.4219,Sturgeon Bay,WI
W-406043,Rain,Light,2019-12-31 00:27:00,2019-12-31 01:53:00,48.7991,-122.5406,Bellingham,WA
W-406044,Fog,Moderate,2019-12-31 01:53:00,2019-12-31 03:53:00,48.7991,-122.5406,Bellingham,WA
W-406045,Rain,Light,2019-12-31 04:53:00,2019-12-31 07:53:00,48.7991,-122.5406,Bellingham,WA
W-406046,Rain,Light,2019-12-31 08:53:00,2019-12-31 11:20:00,48.7991,-122.5406,Bellingham,WA
W-406047,Rain,Light,2019-12-31 13:05:00,2019-12-31 13:37:00,48.7991,-122.5406,Bellingham,WA
W-406048,Rain,Light,2019-12-31 13:53:00,2019-12-31 20:53:00,48.7991,-122.5406,Bellingham,WA
W-406049,Rain,Light,2019-12-31 21:39:00,2020-01-01 03:03:00,48.7991,-122.5406,Bellingham,WA
W-414059,Snow,Light,2019-12-31 01:49:00,2019-12-31 03:57:00,42.6046,-82.8353,Harrison Township,MI
W-414060,Rain,Light,2019-12-31 05:06:00,2019-12-31 05:36:00,42.6046,-82.8353,Harrison Township,MI
